,frontalpole-rh,inferiortemporal-lh,insula-lh,middletemporal-lh,parahippocampal-rh,temporalpole-rh,transversetemporal-lh,transversetemporal-rh
frontalpole-rh,0.6,0.0,0.0,0.0,0.24,0.0,0.16,0.0
inferiortemporal-lh,0.0,0.6071428571428571,0.21428571428571427,0.03571428571428571,0.0,0.0,0.14285714285714285,0.0
insula-lh,0.0,0.11320754716981132,0.6037735849056604,0.16981132075471697,0.0,0.0,0.11320754716981132,0.0
middletemporal-lh,0.0,0.0,0.14814814814814814,0.7901234567901234,0.0,0.0,0.06172839506172839,0.0
parahippocampal-rh,0.1875,0.0,0.0,0.0,0.6,0.2125,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.2711864406779661,0.7288135593220338,0.0,0.0
transversetemporal-lh,0.11926605504587157,0.12844036697247707,0.14678899082568808,0.0,0.0,0.0,0.6055045871559633,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
