,bankssts-lh,frontalpole-rh,inferiortemporal-rh,parahippocampal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
bankssts-lh,0.7758620689655172,0.0,0.0,0.22413793103448276,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.4117647058823529,0.07692307692307693,0.058823529411764705,0.0,0.21266968325791855,0.2398190045248869,0.0
inferiortemporal-rh,0.0,0.1595744680851064,0.776595744680851,0.0,0.0,0.0,0.06382978723404255,0.0
parahippocampal-lh,0.09322033898305085,0.16101694915254236,0.00847457627118644,0.6101694915254238,0.0,0.07627118644067797,0.05084745762711865,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.2937853107344633,0.0,0.062146892655367235,0.0,0.423728813559322,0.22033898305084745,0.0
rostralanteriorcingulate-rh,0.0,0.2727272727272727,0.048484848484848485,0.04242424242424243,0.0,0.18787878787878787,0.4484848484848485,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
