,frontalpole-rh,fusiform-rh,insula-rh,isthmuscingulate-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-rh
frontalpole-rh,0.5229982964224872,0.0,0.1260647359454855,0.0,0.20272572402044292,0.0,0.14821124361158433,0.0
fusiform-rh,0.000725689404934688,0.41509433962264153,0.04499274310595065,0.18577648766328012,0.0,0.353410740203193,0.0,0.0
insula-rh,0.08306010928961749,0.06775956284153005,0.4371584699453552,0.06994535519125683,0.04371584699453552,0.06775956284153005,0.12021857923497267,0.11038251366120219
isthmuscingulate-rh,0.0,0.24782187802516942,0.061955469506292354,0.42110358180058083,0.0,0.2691190706679574,0.0,0.0
medialorbitofrontal-rh,0.15704697986577182,0.0,0.05100671140939597,0.0,0.7140939597315437,0.0,0.07785234899328859,0.0
parahippocampal-rh,0.0,0.34514528703047487,0.04394046775336641,0.19702338766832034,0.0,0.4138908575478384,0.0,0.0
rostralanteriorcingulate-lh,0.14285714285714285,0.0,0.17733990147783252,0.0,0.09523809523809523,0.0,0.5845648604269293,0.0
temporalpole-rh,0.0,0.0,0.21443736730360935,0.0,0.0,0.0,0.0,0.7855626326963907
