,inferiorparietal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.5,0.0,0.0625,0.265625,0.0,0.0,0.03125,0.140625
parstriangularis-rh,0.0,0.6363636363636364,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0
postcentral-rh,0.15384615384615385,0.10256410256410256,0.38461538461538464,0.0,0.0,0.15384615384615385,0.0,0.20512820512820512
rostralmiddlefrontal-lh,0.20930232558139536,0.0,0.0,0.6046511627906976,0.0,0.0,0.18604651162790697,0.0
superiortemporal-lh,0.0,0.0,0.0,0.0,0.5897435897435898,0.358974358974359,0.0,0.05128205128205128
superiortemporal-rh,0.0,0.10416666666666667,0.125,0.0,0.2916666666666667,0.4583333333333333,0.0,0.020833333333333332
supramarginal-lh,0.09090909090909091,0.0,0.0,0.48484848484848486,0.0,0.0,0.42424242424242425,0.0
supramarginal-rh,0.21568627450980393,0.0392156862745098,0.17647058823529413,0.0,0.0784313725490196,0.058823529411764705,0.0,0.43137254901960786
