,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.24571428571428572,0.16,0.17714285714285713,0.09714285714285714,0.12,0.06857142857142857,0.05714285714285714,0.07428571428571429
inferiorparietal-rh,0.25961538461538464,0.27884615384615385,0.25,0.028846153846153848,0.09615384615384616,0.028846153846153848,0.028846153846153848,0.028846153846153848
parsopercularis-lh,0.26153846153846155,0.2076923076923077,0.24615384615384617,0.046153846153846156,0.1,0.046153846153846156,0.046153846153846156,0.046153846153846156
rostralmiddlefrontal-lh,0.16494845360824742,0.020618556701030927,0.05154639175257732,0.24742268041237114,0.14432989690721648,0.13402061855670103,0.10309278350515463,0.13402061855670103
rostralmiddlefrontal-rh,0.13095238095238096,0.05357142857142857,0.07142857142857142,0.09523809523809523,0.19642857142857142,0.16071428571428573,0.14285714285714285,0.1488095238095238
superiorfrontal-rh,0.07784431137724551,0.011976047904191617,0.029940119760479042,0.08982035928143713,0.16167664670658682,0.24550898203592814,0.2215568862275449,0.16167664670658682
superiortemporal-lh,0.06432748538011696,0.011695906432748537,0.029239766081871343,0.06432748538011696,0.14619883040935672,0.21052631578947367,0.3391812865497076,0.13450292397660818
superiortemporal-rh,0.10294117647058823,0.014705882352941176,0.03676470588235294,0.10294117647058823,0.18382352941176472,0.18382352941176472,0.16176470588235295,0.21323529411764705
