,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.1797752808988764,0.02247191011235955,0.056179775280898875,0.19101123595505617,0.15730337078651685,0.1348314606741573,0.11235955056179775,0.14606741573033707
inferiorparietal-rh,0.13043478260869565,0.08695652173913043,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565
parsopercularis-lh,0.13953488372093023,0.046511627906976744,0.11627906976744186,0.13953488372093023,0.13953488372093023,0.13953488372093023,0.13953488372093023,0.13953488372093023
rostralmiddlefrontal-lh,0.17391304347826086,0.021739130434782608,0.05434782608695652,0.21739130434782608,0.15217391304347827,0.13043478260869565,0.10869565217391304,0.14130434782608695
rostralmiddlefrontal-rh,0.1744186046511628,0.023255813953488372,0.05813953488372093,0.1744186046511628,0.16279069767441862,0.13953488372093023,0.11627906976744186,0.1511627906976744
superiorfrontal-rh,0.16049382716049382,0.024691358024691357,0.06172839506172839,0.16049382716049382,0.16049382716049382,0.14814814814814814,0.12345679012345678,0.16049382716049382
superiortemporal-lh,0.1527777777777778,0.027777777777777776,0.06944444444444445,0.1527777777777778,0.1527777777777778,0.1527777777777778,0.1388888888888889,0.1527777777777778
superiortemporal-rh,0.16666666666666666,0.023809523809523808,0.05952380952380952,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.11904761904761904,0.15476190476190477
