,bankssts-rh,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.5641025641025641,0.0,0.0,0.0,0.1282051282051282,0.3076923076923077,0.0
frontalpole-rh,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.15217391304347827,0.34782608695652173,0.0,0.0,0.5,0.0,0.0
rostralanteriorcingulate-rh,0.034482758620689655,0.41379310344827586,0.0,0.0,0.0,0.0,0.5517241379310345,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888
