,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,precentral-lh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.33962264150943394,0.0,0.0,0.20754716981132076,0.0,0.20754716981132076,0.0,0.24528301886792453
inferiorparietal-rh,0.0,0.2727272727272727,0.36363636363636365,0.0,0.36363636363636365,0.0,0.0,0.0
parsopercularis-lh,0.0,0.08108108108108109,0.5675675675675675,0.0,0.35135135135135137,0.0,0.0,0.0
precentral-lh,0.2608695652173913,0.0,0.0,0.2391304347826087,0.0,0.2391304347826087,0.0,0.2608695652173913
rostralmiddlefrontal-lh,0.0,0.09375,0.375,0.0,0.53125,0.0,0.0,0.0
superiortemporal-lh,0.2608695652173913,0.0,0.0,0.2391304347826087,0.0,0.2391304347826087,0.0,0.2608695652173913
superiortemporal-rh,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25
supramarginal-lh,0.19718309859154928,0.0,0.0,0.15492957746478872,0.0,0.15492957746478872,0.0,0.49295774647887325
