,Fp1,TP9,FT10,Fp2,AF7,FC3,PO3,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.3627450980392157,0.0,0.0,0.0,0.27124183006535946,0.0,0.3660130718954248
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FC3,0.0,0.27070063694267515,0.0,0.0,0.0,0.4012738853503185,0.0,0.32802547770700635
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.3154929577464789,0.0,0.0,0.0,0.28450704225352114,0.0,0.4
