,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,middletemporal-lh,rostralanteriorcingulate-lh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.6960486322188449,0.1519756838905775,0.0,0.0,0.0,0.0,0.0,0.1519756838905775
frontalpole-rh,0.16117216117216118,0.575091575091575,0.0,0.0,0.0,0.0,0.16117216117216118,0.10256410256410256
lateralorbitofrontal-lh,0.0,0.0,0.5987261146496815,0.0,0.35668789808917195,0.0,0.0,0.044585987261146494
medialorbitofrontal-lh,0.0,0.0,0.0,0.5518867924528302,0.0,0.4481132075471698,0.0,0.0
middletemporal-lh,0.0,0.0,0.3114754098360656,0.0,0.5327868852459017,0.0,0.02185792349726776,0.13387978142076504
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.4312796208530806,0.0,0.5687203791469194,0.0,0.0
temporalpole-lh,0.0,0.1685823754789272,0.0,0.0,0.038314176245210725,0.0,0.7931034482758621,0.0
temporalpole-rh,0.1488095238095238,0.08928571428571429,0.047619047619047616,0.0,0.14583333333333334,0.0,0.0,0.5684523809523809
