,bankssts-rh,inferiortemporal-rh,isthmuscingulate-rh,lingual-rh,parahippocampal-lh,parahippocampal-rh,pericalcarine-lh,transversetemporal-rh
bankssts-rh,0.5866666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.3466666666666667
inferiortemporal-rh,0.0,0.6551724137931034,0.0,0.0,0.0,0.3448275862068966,0.0,0.0
isthmuscingulate-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lingual-rh,0.0,0.0,0.0,0.5974025974025974,0.15584415584415584,0.0,0.0,0.24675324675324675
parahippocampal-lh,0.0,0.0,0.0,0.45161290322580644,0.5483870967741935,0.0,0.0,0.0
parahippocampal-rh,0.0,0.34285714285714286,0.0,0.0,0.0,0.6571428571428571,0.0,0.0
pericalcarine-lh,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0
transversetemporal-rh,0.19310344827586207,0.0,0.0,0.14482758620689656,0.0,0.0,0.0,0.6620689655172414
