,bankssts-rh,entorhinal-rh,frontalpole-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.5445544554455446,0.0627062706270627,0.0,0.013201320132013201,0.1782178217821782,0.033003300330033,0.0297029702970297,0.13861386138613863
entorhinal-rh,0.048,0.4693333333333333,0.013333333333333334,0.048,0.056,0.0,0.29333333333333333,0.072
frontalpole-lh,0.0,0.02040816326530612,0.8448979591836735,0.0163265306122449,0.036734693877551024,0.0,0.02040816326530612,0.061224489795918366
parahippocampal-lh,0.020477815699658702,0.04778156996587031,0.006825938566552901,0.7610921501706485,0.017064846416382253,0.020477815699658702,0.040955631399317405,0.08532423208191127
parahippocampal-rh,0.12804878048780488,0.08841463414634146,0.039634146341463415,0.018292682926829267,0.5030487804878049,0.027439024390243903,0.08231707317073171,0.11280487804878049
temporalpole-lh,0.038910505836575876,0.0,0.0,0.01556420233463035,0.06614785992217899,0.8793774319066148,0.0,0.0
temporalpole-rh,0.008310249307479225,0.3490304709141274,0.0110803324099723,0.0443213296398892,0.05263157894736842,0.0,0.47645429362880887,0.05817174515235457
transversetemporal-rh,0.0841683366733467,0.04008016032064128,0.026052104208416832,0.07414829659318638,0.052104208416833664,0.0,0.052104208416833664,0.6713426853707415
