,Fp1,Fz,P3,P8,AF7,AF3,AFz,AF8
Fp1,0.3640776699029126,0.043689320388349516,0.009708737864077669,0.18932038834951456,0.014563106796116505,0.0048543689320388345,0.09223300970873786,0.2815533980582524
Fz,0.023255813953488372,0.42524916943521596,0.016611295681063124,0.19933554817275748,0.1760797342192691,0.013289036544850499,0.0,0.1461794019933555
P3,0.004672897196261682,0.028037383177570093,0.411214953271028,0.08878504672897196,0.04205607476635514,0.018691588785046728,0.19158878504672897,0.21495327102803738
P8,0.06794425087108014,0.10278745644599303,0.029616724738675958,0.4076655052264808,0.09930313588850175,0.033101045296167246,0.05749128919860627,0.20209059233449478
AF7,0.00966183574879227,0.13043478260869565,0.01932367149758454,0.13285024154589373,0.5,0.11835748792270531,0.0748792270531401,0.014492753623188406
AF3,0.010256410256410256,0.010256410256410256,0.02564102564102564,0.11282051282051282,0.26153846153846155,0.4153846153846154,0.05128205128205128,0.11282051282051282
AFz,0.0480225988700565,0.002824858757062147,0.1271186440677966,0.09887005649717515,0.096045197740113,0.025423728813559324,0.3615819209039548,0.2401129943502825
AF8,0.08062015503875969,0.06666666666666667,0.07286821705426356,0.18604651162790697,0.009302325581395349,0.031007751937984496,0.12868217054263567,0.4248062015503876
