,Fp1,P7,TP10,F8,Fp2,AF7,F5,AF8
Fp1,0.49901768172888017,0.0,0.0,0.0,0.5009823182711198,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.7664473684210527,0.0,0.0,0.23355263157894737,0.0,0.0
F8,0.015151515151515152,0.0,0.0,0.48484848484848486,0.015151515151515152,0.0,0.0,0.48484848484848486
Fp2,0.46605504587155966,0.0,0.0,0.0,0.5339449541284403,0.0,0.0,0.0
AF7,0.0,0.0,0.44871794871794873,0.0,0.0,0.5512820512820513,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.004878048780487805,0.0,0.0,0.16097560975609757,0.004878048780487805,0.0,0.0,0.8292682926829268
