,Fp1,F7,O2,F8,Fp2,P1,PO3,AF8
Fp1,0.5671641791044776,0.43283582089552236,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.14673913043478262,0.8532608695652174,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.9540983606557377,0.04590163934426229,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.04838709677419355,0.9516129032258065,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.7021276595744681,0.0,0.2978723404255319,0.0
P1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
