,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.18888888888888888,0.16666666666666666,0.0,0.1,0.14444444444444443,0.15555555555555556,0.17777777777777778,0.06666666666666667
inferiorparietal-rh,0.1797752808988764,0.16853932584269662,0.0,0.10112359550561797,0.14606741573033707,0.15730337078651685,0.1797752808988764,0.06741573033707865
parsopercularis-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.15384615384615385,0.15384615384615385,0.0,0.13846153846153847,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.09230769230769231
rostralmiddlefrontal-rh,0.16666666666666666,0.16666666666666666,0.0,0.10714285714285714,0.15476190476190477,0.16666666666666666,0.16666666666666666,0.07142857142857142
superiortemporal-lh,0.1724137931034483,0.1724137931034483,0.0,0.10344827586206896,0.14942528735632185,0.16091954022988506,0.1724137931034483,0.06896551724137931
superiortemporal-rh,0.18888888888888888,0.16666666666666666,0.0,0.1,0.14444444444444443,0.15555555555555556,0.17777777777777778,0.06666666666666667
supramarginal-lh,0.14583333333333334,0.14583333333333334,0.0,0.14583333333333334,0.14583333333333334,0.14583333333333334,0.14583333333333334,0.125
