,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.14655172413793102,0.034482758620689655,0.1206896551724138,0.15517241379310345,0.11206896551724138,0.15517241379310345,0.15517241379310345,0.1206896551724138
parsopercularis-lh,0.1282051282051282,0.10256410256410256,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282
parstriangularis-rh,0.14285714285714285,0.0380952380952381,0.13333333333333333,0.14285714285714285,0.12380952380952381,0.14285714285714285,0.14285714285714285,0.13333333333333333
postcentral-lh,0.1452991452991453,0.03418803418803419,0.11965811965811966,0.15384615384615385,0.1111111111111111,0.1623931623931624,0.15384615384615385,0.11965811965811966
rostralmiddlefrontal-lh,0.13861386138613863,0.039603960396039604,0.13861386138613863,0.13861386138613863,0.12871287128712872,0.13861386138613863,0.13861386138613863,0.13861386138613863
superiorfrontal-rh,0.1452991452991453,0.03418803418803419,0.11965811965811966,0.15384615384615385,0.1111111111111111,0.1623931623931624,0.15384615384615385,0.11965811965811966
superiorparietal-lh,0.1452991452991453,0.03418803418803419,0.11965811965811966,0.15384615384615385,0.1111111111111111,0.1623931623931624,0.15384615384615385,0.11965811965811966
superiortemporal-rh,0.14285714285714285,0.0380952380952381,0.13333333333333333,0.14285714285714285,0.12380952380952381,0.14285714285714285,0.14285714285714285,0.13333333333333333
