,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.2708333333333333,0.16666666666666666,0.0,0.2361111111111111,0.0,0.09722222222222222,0.13194444444444445,0.09722222222222222
caudalmiddlefrontal-rh,0.2823529411764706,0.27058823529411763,0.0,0.2235294117647059,0.0,0.0,0.2235294117647059,0.0
inferiorparietal-rh,0.0,0.0,0.5862068965517241,0.0,0.0,0.0,0.41379310344827586,0.0
parsopercularis-lh,0.20481927710843373,0.12048192771084337,0.0,0.25903614457831325,0.0,0.15060240963855423,0.1144578313253012,0.15060240963855423
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
superiortemporal-lh,0.14,0.0,0.0,0.25,0.0,0.31,0.0,0.3
superiortemporal-rh,0.16521739130434782,0.16521739130434782,0.11304347826086956,0.1565217391304348,0.0,0.0,0.4,0.0
supramarginal-lh,0.13725490196078433,0.0,0.0,0.24509803921568626,0.0,0.3137254901960784,0.0,0.30392156862745096
