,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-rh,superiortemporal-lh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.6153846153846154,0.0,0.0,0.0,0.21153846153846154,0.0,0.17307692307692307,0.0
parsopercularis-lh,0.0,0.35602094240837695,0.05759162303664921,0.25654450261780104,0.07853403141361257,0.13089005235602094,0.0,0.12041884816753927
parstriangularis-rh,0.0,0.14473684210526316,0.32894736842105265,0.14473684210526316,0.06578947368421052,0.17105263157894737,0.0,0.14473684210526316
precentral-lh,0.0,0.25405405405405407,0.05945945945945946,0.32972972972972975,0.043243243243243246,0.11891891891891893,0.0,0.1945945945945946
rostralmiddlefrontal-rh,0.096,0.136,0.056,0.08,0.44,0.096,0.016,0.08
superiortemporal-lh,0.0,0.15333333333333332,0.08666666666666667,0.16,0.06666666666666667,0.32,0.02,0.19333333333333333
supramarginal-lh,0.175,0.0,0.0,0.0,0.075,0.075,0.6,0.075
supramarginal-rh,0.0,0.1337579617834395,0.07006369426751592,0.2356687898089172,0.050955414012738856,0.17834394904458598,0.01910828025477707,0.31210191082802546
