,frontalpole-lh,frontalpole-rh,insula-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
frontalpole-lh,0.3919642857142857,0.19375,0.04241071428571429,0.04732142857142857,0.049107142857142856,0.06651785714285714,0.14732142857142858,0.06160714285714286
frontalpole-rh,0.30265848670756645,0.37900477164280844,0.0,0.0,0.0,0.12065439672801637,0.19768234492160872,0.0
insula-lh,0.06123822341857335,0.0,0.36608344549125166,0.17698519515477792,0.23755047106325708,0.0,0.023553162853297442,0.13458950201884254
lateralorbitofrontal-lh,0.06322188449848025,0.0,0.16231003039513678,0.2844984802431611,0.24072948328267477,0.0,0.03525835866261398,0.21398176291793314
medialorbitofrontal-lh,0.060267857142857144,0.0,0.19921875,0.21875,0.30245535714285715,0.0,0.03459821428571429,0.18470982142857142
rostralanteriorcingulate-lh,0.24082934609250398,0.2822966507177033,0.0,0.0,0.0,0.4768740031897927,0.0,0.0
rostralanteriorcingulate-rh,0.23554006968641114,0.2048780487804878,0.027177700348432057,0.041811846689895474,0.0445993031358885,0.0,0.3818815331010453,0.06411149825783972
rostralmiddlefrontal-lh,0.08690095846645367,0.0,0.129073482428115,0.22747603833865815,0.21661341853035143,0.0,0.05750798722044728,0.2824281150159744
