,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P7,O1,Oz,O2,P4,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,AF8,AF4,F2,FCz
Fp1,0.002616358542978675,-0.008552582939354653,-0.006702781347071975,-0.0015910965386150544,-0.0023030680473175164,-0.007199002168907625,0.005774080298639947,0.0012486131958118,0.005677289024387716,0.0016775810680182968,0.00021166253667531318,-0.013093020733024907,-0.00565494814728488,0.010351253864453522,0.004240908817667812,-0.010442229601109397,-0.0034191330495965157,-0.008163460136620221,0.007290150644303987,-0.005668939985264234,-0.007046819338539602,-0.0050273307235196695,0.0042972792266463555,0.0030813136527863792,0.008795338449317416,0.008550049437827527,-0.00576768896524197,0.017683783079756703,0.00578749634081768,0.006628906745724198,0.0011280991345328506,0.0002882433782907031,0.013542774833669866,-0.003015039556019979,-0.0030269009495333433,0.006179728440880857,0.01293479204673988,-0.0033580986946248536,-0.016503401686436808,-0.0038278904891661733,0.02057208997984024,0.0017215142876818622,-0.0184774024331288,0.005413920024726975,0.004009611644157272,-0.00023227602637329245,0.0025396049626227914,-0.0018616629857960386,0.014189048041407549,-0.006441945848938358,-0.00628780531284483,0.0014017748790425763,-0.0012045072374077467,0.011104625091292425,-0.00245196884161631,-0.020890102001074662,0.007940512002233165,0.0003860135054056862,-0.01905331339390859
Fz,-0.00500202110372679,-0.000717479740928291,-0.005288934629836945,-0.011589981997436693,-0.0026917702983841885,0.008927718102379592,0.0048018112098810045,0.008886430036457976,0.0031949073750373452,0.0042818375887884435,0.014419814572566048,-0.001353911570105993,-0.0002517122171387075,-0.0051676697124006035,0.0026102260416462422,-0.012410322706138703,-0.0029736289426494644,-0.0029494255936609332,0.0075180330297474045,0.0068014806702428494,-0.013020239263623622,-0.00472055431076732,0.000630096899733857,-0.007006353594627708,-0.0011282182796727158,-0.005379517590028783,-0.0011744175486270818,-0.006819349089787542,-0.01379826003129873,0.011371263660246737,-0.009779380792125585,0.014262708322358776,-0.0007621116046594434,-0.008700352913041547,-0.004524367423661128,0.0027563343318705996,0.004534189829726632,0.0034867321041802523,0.009824796358468342,0.0017212982927182294,0.0009123473953049389,0.001586579813782591,0.007475713088720505,0.0011956297659813063,0.0050527397244081035,-0.0025765921378980115,0.0001840133732058588,0.0022064624561451435,-0.005870376659100061,0.004552306421765,-0.008230457888830818,0.009758664919758714,-0.0011506060509443514,0.012309238130951297,-0.0015220157802961817,0.00044814727673857073,-0.01593549542341839,-0.0028246731996029294,0.009608677301606892
F3,-0.002781377014969264,-0.00010791617663127862,-0.0010412316637954389,-0.010539785278936405,0.007658320265889539,0.011001108352600581,-0.00871560389152782,0.0024506994081932992,0.00026377245438992045,0.0016338835216182113,0.01841228355101284,0.008260850254077141,0.01252772305079103,-0.010159872864626036,-0.010580904195382225,0.00426651315604527,0.0002389212841881136,-0.006462598958876228,0.0035403027419184385,-0.003953613786321534,-0.01382425163721919,0.013080730518909338,-0.0004543939967820536,-0.00986302545674515,-0.0015768205355301303,-0.0022536882499219722,-0.001568309039706067,-0.0018160295322531446,-0.008393833385311399,0.004605054905441777,-0.005554710066983675,0.013072398843419585,-0.0006357128338791585,-0.009186229670487028,0.005166214228715521,0.008756147382903846,-0.006058123086898957,0.007641836735244351,0.010596704408757034,-0.0035740969767466546,-0.005463852846067381,-0.004077509996661937,0.00536408852459154,0.0027397186375205072,-0.007296293980831991,-0.008723971531084434,0.0006102502745406954,0.00023084135716640135,-0.0013208043315601648,0.0065112223772739695,-0.0040942093117082995,0.002896438052883841,0.001757492019423712,-0.003128394296122973,-0.004159747829553579,-0.0004788495622483754,-0.007816262459526189,-0.00022344474741506706,0.012601952884794687
F7,-0.000593194442654229,-0.006817884944092356,-0.005016570146981751,0.003446618866341955,-0.009575580870774071,0.018456147702940483,-0.0051387261539370815,-0.006327040612461178,-0.0027631975644406837,-0.00018764514499330486,0.013001568595519906,0.0026966080988509115,0.0176670556586545,-0.005729719941487724,-0.02089579002103512,0.00914552963637947,-0.007616054690680635,-0.00621616296291173,-0.004147684706484481,-0.0027549451078022324,-0.003352815942551584,0.010734717000469369,-0.01078315106145455,-0.02454822908568125,-0.011276746211965213,0.005101845532245727,0.0006974701268929171,0.009364534116598877,-0.0021257149378267753,-0.0020759054674018536,0.017879458173563154,0.001504167412007592,-0.0037597406496522497,0.0026999090815062916,-0.0017768325090832034,0.0057696068152402295,-0.0041399824136219305,0.0028088611578401014,0.016376941252883255,0.008950457280411557,-0.010881925107934275,-0.00176280333279784,0.008242809123664555,0.0023978102224202127,-0.0004674623711555734,-0.0016656797776458086,0.0016117440789016578,-0.0018659786894847357,-0.009202216154003103,0.006758447607589244,-0.0005513819956860858,-0.0022687771682661766,-0.0001802179340187008,-0.006229641975421198,0.0012912147333230424,0.0008936428104126197,-0.003610626617677991,0.008080196430474543,0.010728665198934504
FT9,-0.0017240980963289547,0.000594363846452485,0.006114336629960058,-0.016353895284405513,-0.0004834443945020625,0.009810727366207922,-0.002344670344259992,0.01137771002202524,0.0008652453443185812,0.010207976058281694,0.007485885100969154,0.00620255685778346,0.009611096892398918,-0.007196009873941638,-0.005083399219365091,-0.004072130379729923,-0.0009499318550886954,0.001192420918019691,-0.005194306401464637,-0.003649507636037403,-0.005454770795934061,0.0009198584505831081,-0.004622126445402237,0.004294791363639694,0.0042759694123905845,0.007300536733583857,0.005792032187058097,-0.012296047011099294,-0.018831153637269074,0.004227908406495694,0.003579103231690993,0.005333618288350158,0.0004039725703557234,-0.008322050898703387,-0.0042591597166857075,0.012357555773558087,0.0005595788192091847,-0.0009090977913618105,-0.0014443086867243632,-0.0042023625769646335,-0.004153798507183686,0.002150757620960824,0.008980438827044954,-0.005092810194989649,0.0036779123408233784,0.004907130541630602,-0.010694954169837043,-0.0017874473364196675,-0.00026247665001365855,0.0010820167998062055,0.00467876407706188,0.008568908028547479,-0.0061659190830573585,-0.0013102114864626188,-0.0010228638487162723,0.005819590272133392,-0.02126253501769429,0.00245205607915713,0.004320668479144498
FC5,-0.012512295836511401,0.012707714157965335,0.009185450145971965,0.010081796901712212,0.013856026932484678,-0.007591857131585174,0.0013650351121748516,-0.011854501459719629,0.00015386233923358073,-0.02396807027695221,0.01755293127482181,0.010144919912679835,0.00993450987612109,-0.024521185660556007,0.013821046263906789,0.0002795823360774302,-0.0011562031508902983,-0.0007706267588963988,0.007722574366797297,0.006783882591199601,-0.016216564530128087,-0.01451566239709634,0.00347255464085637,-0.011980747481654876,0.000867415375713422,0.0072252176428815665,-0.0009173877593961237,0.0019599694905446975,-0.0029412692985455405,-0.010229872964940429,-0.01587359617053733,0.017930617290444754,0.004873096446700508,0.01704847321217222,0.002317403540148865,-0.017210751952868152,0.002982562268220194,-0.004601404486994025,0.006615554561952609,0.002372899187291236,-0.012309513163777912,-0.008227295441992582,-0.007275716051655664,0.008499776439336157,-0.008885878856421451,-0.0047405381236685,0.013260829541569132,-0.0035643460193051212,0.0045580074169537885,0.0018408248073433081,-0.008501091502064649,0.010852423660608611,0.00914389416375161,-0.003235317324636385,-0.0051887115015386235,-0.013457562925751558,0.006833065937245204,0.003065674232660895,0.012938376160542856
FC1,0.0023777770538847814,0.00015701210876424218,-0.015042306933145302,-0.011641195461074394,-0.009100683440344908,0.0025006211626809383,0.000721051926719285,0.014248577527946046,-0.006174865198853179,0.014996383111406018,-0.005729722691018114,0.0035104236996915845,-0.013424471868649751,0.014286382220980044,-0.006457582845453811,-0.002118486476569202,-0.002448438845897993,-0.0032863864919800423,0.0021550507471621155,-0.008988354730878865,0.0017000130512174784,0.01017016721162324,-0.010923695653163677,0.005953759898729656,0.007664288349277251,-0.0036539885015376937,0.002722727258183063,-0.004731746454326455,-0.007847588956366773,0.01826491033937634,0.008219518348758668,0.006936738300451825,-0.0009558441608234179,-0.0007559247121652589,-0.005402011539509012,0.0006050160456395398,-0.011823875856943378,0.002888013548457729,-0.0006530260323933789,-0.012861742951683587,0.006581582802433702,0.012017917394715938,-0.004706698378442257,0.0008949225041146435,0.008806830183193618,-0.002856396871919603,-0.0075327894748126074,-0.00024792943541200076,0.003920777996338019,-0.00265871864108113,0.0006498544977428765,0.005238501308638625,-0.00886551062208271,0.003585412874539038,0.005531114143348826,0.002920405489021536,-0.007034844438974055,0.0010924456821479796,0.006606630878317898
C3,-0.0027473740407561852,0.003400454689796807,-0.005849806701978516,-0.013272982964734035,0.006738394784879063,-0.0060585933095688655,0.012634188698055361,-0.005228956007046398,0.01590354482029544,-0.006715829148250706,0.013193085048561638,0.00842940134377588,0.009703099250128334,-0.01162908411761241,-0.009061861669690592,-7.933766588369244e-05,-0.015423721573036522,0.007508287619114462,0.0032996407628461295,0.0036153106755147813,0.001029086405301088,0.007914578015980982,0.0036051172327619743,-0.0042028731657930765,0.0004332757857724266,-0.0018033989918140435,-0.00140344253571148,-0.004994242261095465,-0.007628399056009389,0.0006709930957711323,-0.0011288109566903945,0.00653924136975282,0.007109980788861978,-0.0026465601138055076,0.0048275833627140505,0.004096254423351108,0.0026815290693254484,0.0014959772083957545,0.004610252938220968,-0.013600495946005566,-0.003827427659821315,0.004631729199287952,0.0017188167607277635,-0.0020686619410073583,0.003981387551658772,-0.005654512788841121,-0.007764477626132376,-0.00017850196698429577,0.007220163345640424,-0.005523943346557054,-0.0077818298225741794,0.012317693972461675,-0.010693092635284297,0.003004357735683095,-0.0012940847918580696,-0.004493471878042228,-0.008613972688887802,0.0014574133135232988,0.007598908103312332
T7,0.0017962295374579825,-0.0033839829969659584,-0.008550670629419173,-0.011414273174831988,-0.008455733696168373,0.0012506813880628779,-0.009794786531088496,0.01991670936421318,0.00531454238603607,0.00579732448550879,-0.002854498404280415,-0.00014242728483084693,-0.0020482129052426107,0.0045605181586909575,0.003011851228179277,-0.004922407768703693,0.0031758133083809835,0.009681553775754323,-0.004438575191408001,-0.01155157938027586,-0.005939751770339638,0.008301970004831323,-0.007036713236974756,-0.0018842508250409042,-0.002194273092544557,0.002595205461644297,-0.001626446059320658,-0.007549390184492794,-0.007383239608826569,0.01550956096767566,0.006627333275381972,0.0035092087074456903,-0.007956187721437441,-0.019027567426888714,0.0019083242751506066,0.02179693335759937,-0.006658760070252455,0.013220350941880302,-0.005298522599235795,-0.0056074506190071875,0.020520690342510924,0.003106788161430077,-8.29002081959504e-05,0.017936427358189212,-0.001402606743209734,-0.0036056338176123637,-0.009244117302306419,0.00208397292113284,0.006708395147387726,0.007542430768915627,-0.004989594579464402,-0.0005119766289693947,-0.01173269926491939,-0.0088062868996749,0.00031658775389720693,-0.0018342218187220195,-0.006312583857674961,0.004594833767574604,0.0034580854533945438
TP9,-0.002969542808836878,-0.0013829580910614363,-0.005578834352634218,-0.00680837912134697,0.006940724264635402,-0.011661699344726108,0.011258776502236586,-0.007283167322894222,0.0043078830703411515,-0.0028620610362177085,0.003168060523769529,0.0014248998239712284,-0.004372206702483544,-0.007367196757621836,0.008642478450853386,0.0019734996366833884,-0.012727710280132823,-0.0055552847021373055,0.01264426472103736,-0.00035961873310470793,-0.012092550904953708,-0.01119012245915571,0.003080868429367737,0.0033500350957911228,0.011940353990172011,-0.011089549881517037,0.004553500086267627,-0.001792157596596627,-0.006760647288418311,0.002926822575084219,-0.012149819373207561,0.01573213965799096,0.009870125623761638,0.007071804344054166,0.009487005896462697,-0.013449380561476217,0.005818077392909666,0.00026089509496786054,-0.0037739774610382228,0.0007140312418226994,-0.006359086822403813,0.013124113178063288,-0.007314988544846659,0.0024915432913127783,-0.0020607403873878563,0.015685672888931967,0.0015604562832365124,-0.006711650391619983,0.007738784941185721,-0.010298495712552575,0.0025596134587614963,0.006199932056338938,-0.0009368284517924548,-0.001711339477845861,0.005486484690148393,-0.00183482917404661,-0.0019983630073526475,-0.002324214266397732,0.0027645538056478482
