,Fp1,Fz,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,-0.018159374920651356,0.0,0.0964681518724898,0.030704725745772724,-0.1419191589936158,0.0,-0.11018320805192316,0.005582677408322314,0.0,-0.06879519090803143,0.08304232644879442,0.0,0.0,0.0,0.0,0.11124255351061887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12862420249665307,0.0,0.0,0.049537699610197466,-0.11847282752277749,-0.02055695909394286,-0.004796931918601168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10254090703758645,0.0,0.046112630947288416,0.0006978346760402892,-0.0497492254402309,0.0,0.0,-0.053261004986258596,0.0,0.021292520007891894,0.007387200819064534,0.0,0.0,0.0,0.0,0.0,0.14538073439747548,-0.03763846906699009,0.0,0.0
Fz,0.0,0.10996152854862906,0.0,0.0,0.0,-0.21410010997969434,0.008161506787269556,0.0,-0.049504992206191485,0.0,0.008161506787269556,0.0,-0.05794024051534516,0.008161506787269556,0.0,0.0,-0.052767714389581506,0.13419074151028254,0.008161506787269556,-0.06366024968487705,-0.07844637226519574,0.0,-0.04798176167677021,0.24377792965359754,0.0,0.0,0.0,-0.10227213888814499,0.0,0.008161506787269556,0.0,0.008161506787269556,-0.08688790083998435,-0.14469323983022214,0.0,0.17798362878391685,0.0232452500915758,-0.10622377427813279,0.008161506787269556,-0.05048286859544959,0.0,0.0,0.0,0.0,0.10528343755577728,0.0,0.24459408033232455,0.07590201312160687,0.0,0.0073453561085426,0.0,0.0,0.0,0.07753431447906078,0.0,0.008161506787269556,-0.14120130569202055,0.0,0.0,-0.09164003946720191,0.02269237382534141
F7,0.11905912524230487,0.0,0.20784661135593482,0.2664306157611337,-0.09139980392607722,0.0,0.0,0.0,0.0,-0.08108695926560706,0.0,0.22028267036358185,0.0,-0.13370625870272274,-0.07279112334912706,-0.04355219190738813,0.0,0.0,0.0,-0.017469869603790496,-0.14496918640022532,0.0,0.0,-0.07419673829170208,-0.04533847111459915,0.11905912524230487,-0.04533847111459915,0.0,0.04826721293606955,-0.15234156003335483,0.11905912524230487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015806072498667594,0.0,0.0,-0.10752160639304637,0.0,0.10457896136148401,0.0,-0.04076302907551116,-0.0004159492762807261,-0.012894427564702509,0.0,-0.1003289228472701,-0.0015560417220301683,0.0,0.0,-0.06414266881687464,0.0,0.0,-0.07695061611193434,0.11798652051039223,0.0,0.0,0.0
FT9,0.0547594975198674,0.0,0.0019207193471738851,0.2007453857623858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09404348487107662,0.0,-0.15472133079696115,-0.15472133079696115,0.0,0.0,0.0,0.04047441121033677,0.0,0.0,0.10583111761650194,0.0,0.0,-0.0430912478316098,0.0,-0.41079367777442954,0.0,0.03214144419644391,0.0,0.07618712698416334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10706407520235546,-0.042692736522292545,0.0,0.0,0.016665934027785732,0.07618712698416334,0.0,0.0,0.0
FC5,-0.1530578643084725,0.0,-0.03856464238837723,0.0,-0.0001344806279336088,0.0,-0.1530578643084725,0.0,0.0,-0.10537400549151466,0.0,0.10422464748607743,0.0,-0.0824444126732495,0.0,-0.0693579979632099,0.0,0.0,-0.0831250502884605,0.0,-0.04449381001413466,0.0,0.0,-0.05169133810465643,0.0,0.0,0.0,0.0,0.0,-0.08961739706026269,-0.1530578643084725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11735156781299427,0.0,0.014552620127395572,0.0,0.0,0.0,0.037223088387884795,0.00843297602579767,-0.07230244127296881,0.0,0.028289547174792446,0.0,-0.0297715934653401,0.0,0.0,0.0,0.08784648859540813,-0.028790112362087127,0.0,0.0
FC1,0.0,-0.12532131150788164,0.0,0.0,0.0,-0.25157718733234885,-0.03318534396173671,0.0,-0.0925176335774485,0.0,0.0,0.0,-0.019627889127510685,0.0,-0.016310499415818736,0.0,-0.10095458543212732,-0.07024865941902331,-0.020733685698074666,-0.032897447974278474,-0.07930734743398093,0.0,-0.042184759273394115,0.0,-0.0016873903709357647,0.0,0.0,-0.11185182489204563,0.0,0.0,0.0,0.0,-0.15143093731163065,-0.14468137582788762,-0.002249853827914353,-0.021286583983356654,-0.08508314307779173,-0.09924524220811741,-0.022668829696561636,-0.05752337452240123,0.0,0.0,-0.049207947390097206,0.0,0.0,0.0,0.0,0.0,-0.04949678421411577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12668348604113308,0.0,0.0,-0.1483708663991865,-0.02691215938970286
C3,-0.12563652667881553,0.012641087353936627,0.0,0.0,-0.19431191252185076,-0.03917014224202031,0.12131450994138404,0.00926750537059113,0.0,-0.19690205539354566,0.10496828143899713,0.0,0.09267505370591131,0.13045392120812274,0.0,0.0,0.02387760944632474,0.02387760944632474,0.02387760944632474,0.02387760944632474,0.0,0.0,0.0,0.02387760944632474,-0.048103683455112664,0.0,0.0,0.02387760944632474,0.0,-0.10950703214601071,-0.14810957086359175,0.10496828143899713,0.02387760944632474,0.02387760944632474,0.0,0.028960954283097286,0.0,0.0,0.02387760944632474,0.021068478923227715,0.0,-0.17469504451678783,0.0,-0.032985382940648685,0.02387760944632474,0.0,0.0,0.0,-0.19277888252596456,0.0,0.1095560904007841,0.15169304824723953,0.0,0.0,0.0,0.02387760944632474,0.02387760944632474,0.0,0.08810170761616272,0.0,0.0
T7,0.015936799414070103,0.0,0.0,0.0,0.0,0.0,0.015936799414070103,0.19293423654080968,0.0,0.0,0.015936799414070103,0.0,0.06030695929203023,0.0,0.00261641972204024,0.0,0.0,0.0,0.06374719765628041,0.0,0.0,0.0,-0.009188785247752133,0.00784925916612072,0.0,0.0,0.0,0.0,0.015989708673893217,0.0,0.015936799414070103,0.015936799414070103,0.0,0.0,0.0,0.06728870863718489,0.044479135274684084,0.0,0.00784925916612072,-0.13706604661230265,0.007732075888994608,0.0,0.02531701768781708,-0.01225171366366951,0.0,0.07849259166120721,0.0,-0.38351972573697163,0.05312266471356702,0.0,0.014166043923617871,-0.08040187091783117,0.0,0.0,0.16999252708341447,-0.060492836214368205,0.0,-0.22458362317930772,0.015936799414070103,0.0,0.0
TP9,0.0,-0.020237205605168385,0.0,0.0,0.0,-0.08153054055554389,0.0,0.0,0.0007165656197961317,0.0,0.0,0.0,-0.013676583395260424,0.0,-0.030978137053925187,0.0,-0.12076834340370347,-0.06123187039272883,-0.0280739367051197,-0.03452771525802078,-0.013491470403445591,0.0,-0.003157809860370636,0.10804609772250919,-0.001290755710580216,0.1264539514085663,-0.014198312816382378,-0.08400229383804955,0.06395653867202397,0.0,0.0,0.0,-0.0840535143027551,-0.15319016584140122,-0.10183506448575387,-0.08754162794920402,-0.07520357295945015,-0.051571913986151616,-0.02646049206689443,-0.11860244946758247,-0.017988627204594123,0.0,0.053880319873829886,0.0,0.0,0.0,-0.026340489835298537,0.0,0.0,0.044018780553614856,0.0,0.0,-0.026340489835298537,0.0,0.08403585378417382,0.0,-0.0747277311217206,0.0,0.0,-0.08085735730512789,-0.04085271092823358
CP5,-0.056126287565239956,0.0,-0.0957335862566087,0.0,-0.15601530447028442,0.0,-0.11426548136506696,0.0,0.0,-0.1283831299460925,0.0,0.033377770511841445,0.0,-0.07524856772288335,-0.026503615424239433,-0.07525538282960982,0.0,0.0,0.0,-0.009050015022911025,-0.03698658413497657,0.0,0.0,-0.044001281126092806,0.0,0.0599145108203494,0.0,0.0,0.0,-0.1799882388276238,-0.054032120681485024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16379444913731755,0.0,0.08744128964747953,0.0,0.0,0.00037920576468575566,0.05157198399726277,0.035743496427268755,-0.0653642219626741,-0.010989303956391961,0.0072049095290293574,0.0,-0.02263834028951152,0.0,0.0,0.0,0.0599145108203494,-0.012794841452507965,0.0,0.0
