,F7,TP9,TP10,F4,Fp2,AF7,AFz,POz
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.4
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0625,0.0,0.4375,0.5
POz,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.11475409836065574,0.8688524590163934
