,FC1,P7,Oz,CP6,AF7,CPz,FT8,FCz
FC1,0.45598591549295775,0.3573943661971831,0.0,0.0,0.0,0.09507042253521127,0.09154929577464789,0.0
P7,0.31357254290171604,0.49765990639625585,0.0,0.0,0.0,0.0717628705148206,0.11700468018720749,0.0
Oz,0.0,0.0,0.6968085106382979,0.0,0.0,0.0,0.0,0.30319148936170215
CP6,0.0,0.0,0.0,0.8346456692913385,0.14173228346456693,0.0,0.0,0.023622047244094488
AF7,0.0,0.0,0.0,0.04072398190045249,0.6923076923076923,0.15384615384615385,0.0,0.11312217194570136
CPz,0.1162280701754386,0.09868421052631579,0.0,0.0,0.14692982456140352,0.625,0.013157894736842105,0.0
FT8,0.12895377128953772,0.18004866180048662,0.0,0.0,0.0,0.012165450121654502,0.6788321167883211,0.0
FCz,0.0,0.0,0.10877862595419847,0.003816793893129771,0.09541984732824428,0.0,0.0,0.7919847328244275
