,FT9,FC1,P7,FC2,AF3,C1,F6,AF8
FT9,0.48717948717948717,0.0,0.0,0.0,0.0,0.5128205128205128,0.0,0.0
FC1,0.0,0.525,0.475,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.5061728395061729,0.49382716049382713,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1,0.22988505747126436,0.0,0.0,0.0,0.0,0.7701149425287356,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
