,FC1,P7,Oz,CP6,AF7,CPz,FT8,FCz
FC1,0.6195652173913043,0.3804347826086957,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.5072463768115942,0.4927536231884058,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75
