,FC1,P7,Oz,CP6,AF7,CPz,FT8,FCz
FC1,0.48623853211009177,0.47706422018348627,0.0,0.0,0.0,0.0,0.03669724770642202,0.0
P7,0.4811320754716981,0.4811320754716981,0.0,0.0,0.0,0.0,0.03773584905660377,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.494949494949495,0.0,0.0,0.5050505050505051
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.35714285714285715,0.35714285714285715,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
FCz,0.0,0.0,0.0,0.0,0.43478260869565216,0.0,0.0,0.5652173913043478
