,Fp1,TP10,T8,AFz,F1,AF8,AF4,F2
Fp1,0.20707070707070707,0.17676767676767677,0.0,0.21717171717171718,0.0,0.21717171717171718,0.18181818181818182,0.0
TP10,0.1702127659574468,0.24468085106382978,0.005319148936170213,0.19148936170212766,0.026595744680851064,0.18617021276595744,0.14361702127659576,0.031914893617021274
T8,0.0,0.0,0.3225806451612903,0.0,0.3387096774193548,0.0,0.0,0.3387096774193548
AFz,0.19069767441860466,0.1813953488372093,0.0,0.2558139534883721,0.0,0.20465116279069767,0.16744186046511628,0.0
F1,0.0,0.01775147928994083,0.2485207100591716,0.0,0.3727810650887574,0.0,0.0,0.3609467455621302
AF8,0.2,0.19,0.0,0.22,0.0,0.215,0.175,0.0
AF4,0.21022727272727273,0.17045454545454544,0.0,0.21022727272727273,0.0,0.21022727272727273,0.19886363636363635,0.0
F2,0.0,0.023255813953488372,0.2441860465116279,0.0,0.37209302325581395,0.0,0.0,0.36046511627906974
