,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,paracentral-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.5367647058823529,0.0,0.05392156862745098,0.0,0.22058823529411764,0.18872549019607843,0.0,0.0
frontalpole-lh,0.0,0.5406360424028268,0.0,0.0,0.0,0.0,0.0,0.45936395759717313
frontalpole-rh,0.0650887573964497,0.0,0.6686390532544378,0.0,0.0,0.0,0.26627218934911245,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.4125560538116592,0.0,0.0,0.0,0.5874439461883408,0.0,0.0,0.0
paracentral-rh,0.30434782608695654,0.0,0.0,0.0,0.0,0.6956521739130435,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.411214953271028,0.0,0.0,0.0,0.5887850467289719,0.0
rostralanteriorcingulate-rh,0.0,0.5019305019305019,0.0,0.0,0.0,0.0,0.0,0.4980694980694981
