,isthmuscingulate-rh,lateraloccipital-rh,paracentral-lh,paracentral-rh,parahippocampal-rh,precuneus-lh,superiorparietal-lh,superiorparietal-rh
isthmuscingulate-rh,0.1262135922330097,0.11650485436893204,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097
lateraloccipital-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
paracentral-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
paracentral-rh,0.1308411214953271,0.11214953271028037,0.12149532710280374,0.1308411214953271,0.1308411214953271,0.1308411214953271,0.12149532710280374,0.12149532710280374
parahippocampal-rh,0.08641975308641975,0.07407407407407407,0.08024691358024691,0.09259259259259259,0.41975308641975306,0.08641975308641975,0.08024691358024691,0.08024691358024691
precuneus-lh,0.1262135922330097,0.11650485436893204,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097
superiorparietal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
superiorparietal-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
