,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh
caudalmiddlefrontal-lh,0.35185185185185186,0.14814814814814814,0.0,0.1574074074074074,0.23148148148148148,0.07407407407407407,0.037037037037037035,0.0
parsopercularis-lh,0.1702127659574468,0.30851063829787234,0.0,0.1595744680851064,0.1702127659574468,0.1276595744680851,0.0425531914893617,0.02127659574468085
parstriangularis-rh,0.0,0.0,0.625,0.0,0.0,0.375,0.0,0.0
postcentral-lh,0.1782178217821782,0.16831683168316833,0.0,0.31683168316831684,0.15841584158415842,0.09900990099009901,0.07920792079207921,0.0
rostralmiddlefrontal-lh,0.16455696202531644,0.10126582278481013,0.0,0.10759493670886076,0.2911392405063291,0.14556962025316456,0.10126582278481013,0.08860759493670886
rostralmiddlefrontal-rh,0.056910569105691054,0.0975609756097561,0.016260162601626018,0.08943089430894309,0.17073170731707318,0.3008130081300813,0.13008130081300814,0.13821138211382114
superiorparietal-lh,0.047619047619047616,0.047619047619047616,0.0,0.09523809523809523,0.17142857142857143,0.17142857142857143,0.34285714285714286,0.12380952380952381
superiorparietal-rh,0.0,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.19444444444444445,0.2361111111111111,0.16666666666666666,0.3611111111111111
