,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
parsopercularis-lh,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
parstriangularis-rh,0.0,0.1875,0.1875,0.125,0.125,0.125,0.0625,0.1875
postcentral-rh,0.0,0.1875,0.1875,0.125,0.125,0.125,0.0625,0.1875
rostralmiddlefrontal-lh,0.0,0.1875,0.1875,0.125,0.125,0.125,0.0625,0.1875
superiorfrontal-lh,0.0,0.1875,0.1875,0.125,0.125,0.125,0.0625,0.1875
superiorfrontal-rh,0.0,0.1875,0.1875,0.125,0.125,0.125,0.0625,0.1875
superiortemporal-lh,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385
superiortemporal-rh,0.0,0.1875,0.1875,0.125,0.125,0.125,0.0625,0.1875
