,caudalmiddlefrontal-lh,postcentral-rh,precentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182
postcentral-rh,0.08333333333333333,0.25,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666
precentral-rh,0.08333333333333333,0.25,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666
rostralmiddlefrontal-lh,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182
superiorfrontal-lh,0.1,0.2,0.2,0.1,0.0,0.1,0.1,0.2
superiorfrontal-rh,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182
superiortemporal-lh,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.7142857142857143,0.07142857142857142
superiortemporal-rh,0.08333333333333333,0.25,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666
