,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-lh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.12634408602150538,0.12634408602150538,0.12365591397849462,0.12634408602150538,0.12365591397849462,0.12634408602150538,0.12365591397849462,0.12365591397849462
inferiorparietal-rh,0.1256544502617801,0.13350785340314136,0.12041884816753927,0.1256544502617801,0.12041884816753927,0.13350785340314136,0.12041884816753927,0.12041884816753927
parsopercularis-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
postcentral-lh,0.12634408602150538,0.12634408602150538,0.12365591397849462,0.12634408602150538,0.12365591397849462,0.12634408602150538,0.12365591397849462,0.12365591397849462
rostralmiddlefrontal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
superiorfrontal-lh,0.1256544502617801,0.13350785340314136,0.12041884816753927,0.1256544502617801,0.12041884816753927,0.13350785340314136,0.12041884816753927,0.12041884816753927
superiortemporal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
supramarginal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
