,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,precentral-lh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.140625,0.140625,0.11383928571428571,0.109375,0.10267857142857142,0.140625,0.12723214285714285,0.125
inferiorparietal-rh,0.13882863340563992,0.14967462039045554,0.11062906724511931,0.10629067245119306,0.09978308026030369,0.14967462039045554,0.12364425162689804,0.12147505422993492
parsopercularis-lh,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.1240506329113924,0.11645569620253164,0.12658227848101267,0.12658227848101267,0.12658227848101267
precentral-lh,0.1256544502617801,0.1256544502617801,0.1256544502617801,0.1256544502617801,0.12041884816753927,0.1256544502617801,0.1256544502617801,0.1256544502617801
rostralmiddlefrontal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
superiorfrontal-lh,0.1394335511982571,0.14814814814814814,0.1111111111111111,0.10675381263616558,0.10021786492374728,0.14814814814814814,0.12418300653594772,0.12200435729847495
superiortemporal-lh,0.13145539906103287,0.13145539906103287,0.11971830985915492,0.11502347417840375,0.107981220657277,0.13145539906103287,0.13145539906103287,0.13145539906103287
supramarginal-lh,0.13064133016627077,0.13064133016627077,0.12114014251781473,0.1163895486935867,0.10926365795724466,0.13064133016627077,0.13064133016627077,0.13064133016627077
