,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0669167662362852,0.009442275590711431,0.011855546864413669,0.004447061449758436,0.0017779839208410637,0.015550668270976023,0.016735517743423977,0.010504844655201637,0.02707030136857696,0.025296530738993496,0.013827492122294883,0.024919843508266787,0.01326669455935451,0.014615987340174318,0.011582887444168143,0.014464193901521299,0.009297514300100451,0.017716564869951344,0.006232062524722474,0.0028995840446948335,0.014414998853065152,0.019015278163787896,0.0143152143216797,0.012223802514652158,0.020180450616447992,0.02687212174230619,0.01987122102760005,0.009220205653395208,0.01191175906699279,0.032402838704734906,0.009311563602265465,0.012690428269910854,0.04224006911756868,0.01009442610454904,0.011415635274957887,0.01756898472255592,0.013823273833064262,0.01773061917008938,0.017186679770152417,0.012957479964425627,0.02573505289194914,0.011953941959298987,0.018530349831322408,0.011647536225208505,0.012291260156530918,0.013724888734124988,0.017051749492475832,0.02845894319099946,0.012881570750166563,0.017341297063562904,0.016101614829089915,0.014038316620311467,0.013868255590262814,0.013190795341041488,0.00974445303962525,0.004164551024686428,0.05502467419313423,0.013193614197825929,0.009225823375072006,0.01796393954467826
Fz,0.0068777427820799,0.05286004346674609,0.015753157872872535,0.023162117289462755,0.018681102433573526,0.015370334098731685,0.017345654641235657,0.020441949607191832,0.011999250931212839,0.014496563026884438,0.013034763868847058,0.018045531952539967,0.015087473950994159,0.02247789525391162,0.017861792567576727,0.01679474675788474,0.027335391640518594,0.023486976476755954,0.012054332680140896,0.018805413824982478,0.015812541890933132,0.013120269330158734,0.01032763492045483,0.015168633167679604,0.012754786559029122,0.011982132248753028,0.011794667162241163,0.015185441578600611,0.02666274493213951,0.01279159649032953,0.012354577806383348,0.020833509846078832,0.0023089161945433236,0.017443622268842107,0.0192140487708356,0.023414863996355464,0.023329668806582597,0.013145149687254595,0.015431181523498927,0.01758851174821438,0.013504512535512532,0.018267544675510256,0.015147434536638676,0.008177267482240081,0.0084963609936941,0.02232054360824457,0.014353092978725116,0.011737855710561353,0.017773448243839148,0.014867501202314427,0.014498026433591079,0.018277656595975668,0.01452787357839078,0.01690947882091851,0.02033098722120038,0.0186637174550686,0.006596612337094127,0.020045820803127178,0.018185808891240895,0.01468172184306063
F3,0.009335166011010428,0.017510861211783624,0.05490026260888916,0.01982294535769953,0.01840483370004629,0.01807123375598751,0.014759597359509005,0.020294601612973768,0.019250696850368978,0.016433215421381674,0.015501142410202073,0.0166412461352076,0.021369118592601773,0.01693986591848944,0.02077376588762095,0.0070212119007795806,0.0178169721171705,0.01594906082027956,0.015616716906468469,0.01759831865425427,0.02071504224922462,0.011844663754084597,0.011219943597482972,0.015288110105075942,0.013523902973747363,0.013373342684281394,0.01376442150133408,0.013909355000587322,0.03316692903899408,0.013332113350590515,0.012012715532044697,0.018371717871161652,0.015198774249656401,0.010247260819102384,0.008661091751066408,0.014986995158566638,0.012122040855397151,0.013078479726897343,0.017227862952680976,0.018747803179159,0.012561209296910597,0.015466162249425135,0.020979921004709298,0.006766325063050043,0.015130058693504936,0.017816346918257973,0.015413679335308792,0.02413037717884285,0.02030398241287297,0.016543793958770498,0.013855630137279881,0.016914877675467635,0.022379293592254677,0.021256672907109322,0.021921374815788097,0.014185481704074823,0.009673761913946777,0.006001672998495383,0.017601447465028217,0.016294531095042374
F7,0.002756882552152276,0.02097623183831037,0.016246784711545424,0.053346434356373644,0.04037618796646585,0.0076963580601644745,0.017221649591899896,0.013895311766766835,0.007963669156066474,0.005031904391676438,0.008475143446134046,0.010605522826525316,0.00922119673506735,0.016225900517230985,0.015583263023143817,0.010980927496668662,0.022039004366850218,0.020045477325964938,0.015821815353781174,0.03462987275484303,0.018250756939270484,0.014493212717179554,0.019607648709387686,0.014139318417016055,0.017220403419934197,0.0038099143414759345,0.010543953692266232,0.01862865395334523,0.01940439909167617,0.0029474294549671435,0.03143071862259282,0.017031415776917733,0.004644031822510969,0.02570622068941743,0.015622310431331879,0.02417211090704742,0.020107744728482486,0.008853510091957851,0.020730431112388217,0.03662316497985379,0.013993194970042932,0.013099380702379926,0.007416579065240353,0.011961090152718642,0.01683930961430446,0.017139431079200906,0.0131120051453184,0.006823897618564962,0.01756252808933404,0.013390694512193173,0.008426903202437021,0.010462126539358123,0.022177024606363734,0.0156460783293686,0.01808140731860276,0.02970005971408885,0.0030112561172830976,0.027405165036341425,0.02477476790881353,0.01587021214139455
FT9,0.0009065009065009065,0.0184353210051258,0.016674285638950823,0.04385110537816246,0.05487135200503128,0.011674691066833394,0.015690251049776623,0.015645196396370104,0.006741174519775953,0.005885840084011569,0.009958678355021325,0.008460899120647082,0.009921911453910465,0.013359248718774294,0.015697162843196943,0.01039060144570399,0.02319857064112068,0.016367862797316713,0.014854372032528691,0.03307757137754667,0.020284001751755643,0.01446187176357673,0.01887524385671161,0.016180796388357545,0.016305240668966887,0.00826957683888744,0.013871137419444807,0.022338148357421893,0.018575220823800018,0.003255870688536861,0.03416048301148375,0.01266352551254948,0.006048907210261299,0.025124849068511042,0.013428238656803027,0.019690355494654976,0.01923923297780476,0.011607525074290581,0.01804682061662541,0.03756210934367593,0.01158090187000491,0.014673161448550628,0.008676476677465064,0.015683307257312692,0.019525144432483203,0.015844518439032895,0.01495056115762812,0.00945853330335663,0.016703884754292464,0.011747712884357314,0.009591233337218017,0.008286632329132947,0.019806256030619758,0.013865249595420093,0.017117952378639306,0.033368282688767,0.0009928343261676595,0.025809340610427833,0.02299950459080679,0.013666759527891231
FC5,0.014674435508060319,0.02105058380829076,0.022972722715890195,0.0114791842200127,0.01609980266935021,0.061058293613222264,0.019717462712951446,0.0266398002948221,0.01896606753423808,0.018343631322904314,0.021788561899037228,0.011652382281429969,0.013086456683342714,0.01817796423566661,0.019592740217396033,0.0030324053276454314,0.014942471246860121,0.012838895631169512,0.01740892027873307,0.01176251620414611,0.024996522602557403,0.01862931583992429,0.016287828382152137,0.020075157687840784,0.015679746446683164,0.013170937478139256,0.017346559030955364,0.015064367834009103,0.025541067023805385,0.012083498277606436,0.01420284351415051,0.010377859337564035,0.016297946186192746,0.018754746007974034,0.012852307937565498,0.007719387199610359,0.008886602129166584,0.009578222889963288,0.00846866414241163,0.013173529089571208,0.013107873339438126,0.019849481885711943,0.01266263736437134,0.015350760023523417,0.01892159414322593,0.014950002221039687,0.02023988758718059,0.019976322617179448,0.0165655133310436,0.009901562277881089,0.014523825587610836,0.01309845842632094,0.015129086396244286,0.012540501698676973,0.024321374353537588,0.020487682936328265,0.014036703051392947,0.01299068181806228,0.02464494803842987,0.012228695459788446
FC1,0.013730970930984902,0.021059811129205516,0.01656103332387944,0.02267685025632831,0.019269219131813876,0.016859173780454997,0.055793292795895136,0.014960573816817263,0.022177816933898455,0.01282074351741734,0.011146306428621886,0.015848695070304,0.012070883332607613,0.013896767131591086,0.020803555294977297,0.006568895645933914,0.017059293070089576,0.018107391279646716,0.015021073052523959,0.0161456716779724,0.026004203682869542,0.02268237679634852,0.029312259518848416,0.019258263619945322,0.013207308614316196,0.015828623903521917,0.021061748554332398,0.012133807834300476,0.02027911940208886,0.011948135603255923,0.016016233559693352,0.013860116344748381,0.012900540343686394,0.011591238199756838,0.01659419256400068,0.022272541690461688,0.020666458075207443,0.003582152707346722,0.014329677110122185,0.027256588736830595,0.020994754066042055,0.01877415822780964,0.013173278229803374,0.015765601833657196,0.01757577715697163,0.015556952298140234,0.008992321775147513,0.012238616958340677,0.015091754223879482,0.005297505705926074,0.010188570284514921,0.01529206864985777,0.00849542101418825,0.01567068194075025,0.013823855830593108,0.02156485883251487,0.011767021199668135,0.012353412881685991,0.03057909163139949,0.003440692796463817
C3,0.008911257738595992,0.025321005507242048,0.023686222436826013,0.019025986416907684,0.019650338249861864,0.02402918888064766,0.01543295899353036,0.05784752539155512,0.021745882013271142,0.017914017996850634,0.022114057488372404,0.01019883483417709,0.012463764869470565,0.027108872152005855,0.021980433444341016,0.007935033128076977,0.018923930700675835,0.015244677355926467,0.012191331445041241,0.013048114943558651,0.019198483890611802,0.008284267606498513,0.01563707042599405,0.013022387378642388,0.011014670768475145,0.011631626237636083,0.008861312578713407,0.018983391989858312,0.024461538078621316,0.015687015585876637,0.013537332762531506,0.01762843870766484,0.011954614617504699,0.018183385850420054,0.018662523375496343,0.01281412767708546,0.00878926958937114,0.006889876730035625,0.006016744903021766,0.014954340002090727,0.006611129640046395,0.02325655716895568,0.007774598820895992,0.010867382326050633,0.01529466814676908,0.01630505375327091,0.013978633925208369,0.022377584579058543,0.021531308646154306,0.01953466376619692,0.01615988507635304,0.015706429485232994,0.01862888091315018,0.01709978329442257,0.024490468107277556,0.02388873263741971,0.008892835275552922,0.012335981588322456,0.019309491571546857,0.014970078535030473
T7,0.023546943062469614,0.014967721263036617,0.022288976402056106,0.010960201976196062,0.008821556436640912,0.016017165544980175,0.023317143439240934,0.020304194124220267,0.05686509091677918,0.025592356073157782,0.018203315021632582,0.02129639696893678,0.023813729046688516,0.02347141018853468,0.017908715293949037,0.010049907109090612,0.007307536561488574,0.02085465877244124,0.010696401800028007,0.009936016016412369,0.023138425342936197,0.017340739284997422,0.019110624080687186,0.0172469149743546,0.016175601665876456,0.025603680624413698,0.017763782557210638,0.017433971813864402,0.021589409645494204,0.028903294411487278,0.0035125207305190956,0.02211243713865334,0.02225497584911674,0.007451850617279501,0.02308911916133978,0.011668510963537474,0.015071094779607825,0.011442880711911324,0.003366807917803448,0.011348652913694062,0.02126199292842297,0.015657927107871544,0.014612679096702146,0.012005665180738492,0.016015766788055455,0.014447276090353888,0.011342089515816525,0.021441894588279393,0.012112024505360548,0.015233108490330795,0.009068463933025796,0.011282857539888917,0.008524159195107923,0.011934301678406093,0.011611457820511834,0.013405390475638147,0.025828719094264006,0.004044693942032177,0.01909332791332958,0.009231472913099052
TP9,0.022348975369342494,0.017809291650928226,0.019664140617624046,0.006528381715214884,0.006887376883067436,0.0154827692580021,0.013009413390247377,0.019316528061348585,0.0252015855343099,0.05949619099579323,0.016008628196736704,0.024666850077792252,0.02104297939784213,0.023304852690773346,0.023738059976323875,0.015969925841030682,0.013589450459766714,0.011273627869357442,0.009785971470096765,0.007831417617167637,0.017081288012626282,0.015622313284755222,0.011537465290231867,0.010647377544469507,0.011819063128391946,0.03708028926596845,0.01935545186864171,0.012939526960217478,0.02083741696211384,0.032389907742530644,0.0007673888030681969,0.02601040423846527,0.01893749890658279,0.010349846264617373,0.0205749414685001,0.01237770059287757,0.007929531742833586,0.016098773756126734,0.011726865450961427,0.004187287807857383,0.012081080955392343,0.017129546004315797,0.014487735605111664,0.011950184613115589,0.010984290298228113,0.019645014582217925,0.01736333613568014,0.020446780053324065,0.009950557980491444,0.017376084365377697,0.01604732686158294,0.013394587826555279,0.01690190115449356,0.018839155947610164,0.016886650521861737,0.007187185423406945,0.02459172631772737,0.005818131112479026,0.014787769287898062,0.022904198788526946
