,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-lh
caudalanteriorcingulate-lh,0.2524964336661912,0.03566333808844508,0.030670470756062766,0.11554921540656206,0.09557774607703282,0.14265335235378032,0.12268188302425106,0.20470756062767476
frontalpole-lh,0.07183098591549296,0.352112676056338,0.3211267605633803,0.0323943661971831,0.0,0.08873239436619719,0.10140845070422536,0.0323943661971831
frontalpole-rh,0.06232294617563739,0.3271954674220963,0.3668555240793201,0.039660056657223795,0.0,0.07932011331444759,0.0708215297450425,0.053824362606232294
medialorbitofrontal-lh,0.17204301075268819,0.025806451612903226,0.02903225806451613,0.36129032258064514,0.1881720430107527,0.0064516129032258064,0.0,0.2172043010752688
parahippocampal-rh,0.15252293577981652,0.0,0.0,0.20412844036697247,0.4782110091743119,0.0,0.0,0.1651376146788991
posteriorcingulate-lh,0.22444444444444445,0.07,0.06222222222222222,0.008888888888888889,0.0,0.2588888888888889,0.22777777777777777,0.14777777777777779
posteriorcingulate-rh,0.2121951219512195,0.08536585365853659,0.05853658536585366,0.0,0.0,0.2524390243902439,0.2634146341463415,0.12804878048780488
rostralanteriorcingulate-lh,0.2269108280254777,0.01910828025477707,0.03105095541401274,0.1624203821656051,0.11385350318471338,0.10429936305732485,0.08200636942675159,0.2603503184713376
