,F7,F8,AF7,P1,P5,PO3,AF8,F2
F7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.25925925925925924,0.23703703703703705,0.25925925925925924,0.24444444444444444,0.0
P5,0.0,0.0,0.0,0.25396825396825395,0.24603174603174602,0.25396825396825395,0.24603174603174602,0.0
PO3,0.0,0.0,0.0,0.25757575757575757,0.23484848484848486,0.25757575757575757,0.25,0.0
AF8,0.0,0.0,0.0,0.256,0.232,0.256,0.256,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
