,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.11538461538461539,0.0,0.017251131221719458,0.0,0.08229638009049774,0.0,0.0,0.09643665158371041,0.0,0.0,0.0,0.0,0.007918552036199095,0.0,0.0,0.0,0.0,0.04044117647058824,0.0,0.0,0.0,0.0,0.0,0.012443438914027148,0.0,0.035350678733031674,0.0,0.0831447963800905,0.11623303167420815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11623303167420815,0.0,0.0,0.0,0.0,0.0,0.030542986425339366,0.03959276018099547,0.0,0.09615384615384616,0.02997737556561086,0.005656108597285068,0.0,0.0,0.0,0.026583710407239818,0.0,0.0418552036199095,0.0,0.006504524886877828,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.05139372822299652,0.0,0.16202090592334495,0.0,0.002613240418118467,0.0,0.0,0.029616724738675958,0.0,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,0.0,0.0,0.10104529616724739,0.0,0.0,0.0,0.0,0.0,0.0627177700348432,0.0,0.08362369337979095,0.0,0.03484320557491289,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09407665505226481,0.0,0.0,0.0,0.0,0.0,0.0,0.05400696864111498,0.0,0.14285714285714285,0.018292682926829267,0.0,0.0,0.0,0.0,0.0,0.0,0.018292682926829267,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.09298685034439574,0.0,0.0015654351909830933,0.0,0.16718847839699436,0.0,0.0,0.10018785222291797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011271133375078271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021603005635566688,0.0,0.06386975579211021,0.14652473387601753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11709455228553538,0.0,0.0,0.0,0.0,0.0,0.07952410770194114,0.00939261114589856,0.0,0.07201001878522229,0.02786474639949906,0.028804007514088917,0.0,0.0,0.0,0.012523481527864746,0.0,0.024107701941139637,0.0,0.023481527864746398,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.09522487506940588,0.0,0.009994447529150472,0.0,0.08772903942254304,0.0,0.0,0.11521377012770682,0.0,0.0,0.0,0.0,0.000832870627429206,0.0,0.0,0.0,0.0,0.036646307606885066,0.0,0.0,0.0,0.0,0.0,0.016102165463631316,0.0,0.0277623542476402,0.0,0.0841199333703498,0.11576901721265963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10355358134369795,0.0,0.0,0.0,0.0,0.0,0.04691837867851194,0.03581343697945586,0.0,0.09133814547473626,0.029428095502498614,0.015546918378678512,0.0,0.0,0.0,0.029983342587451417,0.0,0.0416435313714603,0.0,0.016379789006107717,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5564853556485355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1087866108786611,0.09623430962343096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08368200836820083,0.0,0.0,0.15481171548117154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.33636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33636363636363636,0.0,0.0,0.0,0.0
