,Fp1,Fz,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.066006600660066,0.0,0.0462046204620462,0.0,0.0,0.0231023102310231,0.0,0.0,0.0,0.01155115511551155,0.056105610561056105,0.0594059405940594,0.0,0.0,0.0,0.0,0.0,0.0,0.0016501650165016502,0.0016501650165016502,0.0,0.0,0.04950495049504951,0.04455445544554455,0.01485148514851485,0.0033003300330033004,0.0,0.0,0.0,0.0049504950495049506,0.06765676567656766,0.04455445544554455,0.02145214521452145,0.04950495049504951,0.0,0.0,0.0,0.0,0.0231023102310231,0.0594059405940594,0.0627062706270627,0.0,0.0,0.06105610561056106,0.0,0.052805280528052806,0.0,0.034653465346534656,0.0,0.0,0.0049504950495049506,0.0,0.0016501650165016502,0.04785478547854786,0.0165016501650165,0.0,0.019801980198019802,0.0,0.01485148514851485,0.034653465346534656,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.06042884990253411,0.0,0.056530214424951264,0.0,0.0,0.01949317738791423,0.0,0.0,0.0,0.01364522417153996,0.06042884990253411,0.06042884990253411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001949317738791423,0.0,0.0,0.037037037037037035,0.05263157894736842,0.009746588693957114,0.0,0.0,0.0,0.0,0.0,0.06042884990253411,0.05458089668615984,0.017543859649122806,0.04678362573099415,0.0,0.0,0.0,0.0,0.021442495126705652,0.06042884990253411,0.05847953216374269,0.0,0.0,0.050682261208576995,0.0,0.05458089668615984,0.0,0.04093567251461988,0.0,0.0,0.005847953216374269,0.0,0.0,0.05847953216374269,0.01949317738791423,0.0,0.025341130604288498,0.0,0.009746588693957114,0.042884990253411304,0.0,0.0
FT9,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.04772727272727273,0.04090909090909091,0.0,0.0,0.0,0.04318181818181818,0.02727272727272727,0.0,0.03636363636363636,0.0,0.0,0.0,0.011363636363636364,0.04318181818181818,0.04772727272727273,0.0,0.0,0.0,0.03636363636363636,0.0,0.038636363636363635,0.0,0.02727272727272727,0.0,0.0,0.0,0.0,0.045454545454545456,0.04318181818181818,0.00909090909090909,0.006818181818181818,0.0,0.0,0.0,0.03409090909090909,0.031818181818181815,0.0,0.03409090909090909,0.0,0.038636363636363635,0.0,0.03636363636363636,0.0,0.0,0.038636363636363635,0.0,0.0,0.0,0.038636363636363635,0.02727272727272727,0.045454545454545456,0.0,0.0,0.04772727272727273,0.031818181818181815
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.031578947368421054,0.0,0.021052631578947368,0.0,0.0,0.05263157894736842,0.0,0.0,0.018421052631578946,0.013157894736842105,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.02368421052631579,0.0,0.002631578947368421,0.0,0.05,0.02368421052631579,0.04473684210526316,0.02631578947368421,0.0,0.021052631578947368,0.0,0.02894736842105263,0.031578947368421054,0.018421052631578946,0.05526315789473684,0.034210526315789476,0.013157894736842105,0.010526315789473684,0.018421052631578946,0.013157894736842105,0.031578947368421054,0.02894736842105263,0.031578947368421054,0.018421052631578946,0.0,0.039473684210526314,0.021052631578947368,0.02894736842105263,0.018421052631578946,0.02368421052631579,0.007894736842105263,0.0,0.002631578947368421,0.0,0.02368421052631579,0.021052631578947368,0.021052631578947368,0.0,0.005263157894736842,0.0,0.04473684210526316,0.015789473684210527,0.0,0.0
C3,0.0,0.0,0.0,0.03376205787781351,0.0,0.0,0.04501607717041801,0.04019292604501608,0.04180064308681672,0.0,0.0,0.0,0.04340836012861737,0.03215434083601286,0.0,0.03858520900321544,0.0,0.0,0.001607717041800643,0.008038585209003215,0.04340836012861737,0.03376205787781351,0.0,0.0,0.00482315112540193,0.03858520900321544,0.0,0.04019292604501608,0.0,0.03215434083601286,0.0,0.0,0.0,0.0,0.04501607717041801,0.04340836012861737,0.01929260450160772,0.017684887459807074,0.0,0.0,0.0,0.03697749196141479,0.022508038585209004,0.0,0.03697749196141479,0.0,0.04019292604501608,0.0,0.03858520900321544,0.0,0.0,0.03536977491961415,0.00964630225080386,0.0,0.0,0.04019292604501608,0.01929260450160772,0.04501607717041801,0.003215434083601286,0.0,0.04662379421221865,0.022508038585209004
T7,0.0,0.0,0.0,0.04046242774566474,0.0,0.0,0.04431599229287091,0.04816955684007707,0.04046242774566474,0.0,0.0,0.0,0.04238921001926782,0.028901734104046242,0.0,0.036608863198458574,0.0,0.0,0.0,0.01348747591522158,0.04238921001926782,0.04431599229287091,0.0,0.0,0.0,0.036608863198458574,0.0,0.038535645472061654,0.0,0.028901734104046242,0.0,0.0038535645472061657,0.0,0.0,0.04431599229287091,0.04238921001926782,0.01348747591522158,0.011560693641618497,0.0,0.0,0.0,0.03468208092485549,0.02697495183044316,0.0,0.03468208092485549,0.0,0.038535645472061654,0.0,0.036608863198458574,0.0,0.0,0.038535645472061654,0.0019267822736030828,0.0019267822736030828,0.0,0.038535645472061654,0.02697495183044316,0.04431599229287091,0.0,0.0019267822736030828,0.046242774566473986,0.02697495183044316
TP9,0.0,0.0,0.0,0.021367521367521368,0.0,0.005341880341880342,0.029914529914529916,0.024572649572649572,0.056623931623931624,0.0,0.0,0.0,0.028846153846153848,0.022435897435897436,0.0,0.03418803418803419,0.0,0.0,0.011752136752136752,0.003205128205128205,0.04487179487179487,0.0202991452991453,0.004273504273504274,0.0,0.013888888888888888,0.053418803418803416,0.0,0.05448717948717949,0.0,0.041666666666666664,0.0,0.0,0.007478632478632479,0.0,0.057692307692307696,0.056623931623931624,0.023504273504273504,0.021367521367521368,0.0,0.0,0.0,0.035256410256410256,0.014957264957264958,0.0,0.041666666666666664,0.0,0.053418803418803416,0.0,0.03311965811965812,0.0,0.0,0.023504273504273504,0.017094017094017096,0.0,0.0,0.026709401709401708,0.010683760683760684,0.028846153846153848,0.01282051282051282,0.0,0.049145299145299144,0.014957264957264958
CP5,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.03977272727272727,0.0,0.0,0.0,0.03977272727272727,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005681818181818182,0.0,0.0,0.045454545454545456,0.045454545454545456,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.03409090909090909,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.017045454545454544,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.022727272727272728,0.0,0.011363636363636364,0.045454545454545456,0.0,0.0
