,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-lh,0.5,0.17391304347826086,0.0,0.0,0.0,0.2391304347826087,0.08695652173913043,0.0
caudalmiddlefrontal-rh,0.1232876712328767,0.4657534246575342,0.0273972602739726,0.0,0.0273972602739726,0.1780821917808219,0.0958904109589041,0.0821917808219178
parsopercularis-lh,0.0,0.0273972602739726,0.4520547945205479,0.1917808219178082,0.3287671232876712,0.0,0.0,0.0
parstriangularis-rh,0.0,0.0,0.18518518518518517,0.5555555555555556,0.18518518518518517,0.0,0.018518518518518517,0.05555555555555555
rostralmiddlefrontal-lh,0.0,0.030303030303030304,0.3787878787878788,0.21212121212121213,0.3787878787878788,0.0,0.0,0.0
superiorfrontal-rh,0.18032786885245902,0.19672131147540983,0.0,0.0,0.0,0.5245901639344263,0.06557377049180328,0.03278688524590164
superiorparietal-rh,0.1111111111111111,0.16666666666666666,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,0.05555555555555555
superiortemporal-rh,0.0,0.25,0.0,0.025,0.0,0.1,0.15,0.475
