,Fp1,TP9,FT10,F8,POz,CPz,TP8,AF8
Fp1,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.4117647058823529
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.5238095238095238,0.0,0.47619047619047616,0.0
AF8,0.4888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
