,FT9,TP9,P7,O1,TP10,AF7,POz,CPz
FT9,0.3548387096774194,0.0,0.016129032258064516,0.0,0.2782258064516129,0.35080645161290325,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.15,0.0,0.625,0.0,0.0,0.075,0.15,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.2637795275590551,0.0,0.0,0.0,0.3661417322834646,0.3700787401574803,0.0,0.0
AF7,0.28523489932885904,0.0,0.003355704697986577,0.0,0.31543624161073824,0.3959731543624161,0.0,0.0
POz,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,0.46153846153846156,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
