,FT9,TP9,P7,O1,TP10,AF7,POz,CPz
FT9,0.45146726862302483,0.0,0.009029345372460496,0.0,0.24830699774266365,0.20090293453724606,0.09029345372460497,0.0
TP9,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.11764705882352941
P7,0.10909090909090909,0.0,0.7272727272727273,0.0,0.0,0.05454545454545454,0.10909090909090909,0.0
O1,0.0,0.0,0.0,0.5596330275229358,0.0,0.0,0.0,0.44036697247706424
TP10,0.23937360178970918,0.0,0.0,0.0,0.48769574944071586,0.21029082774049218,0.0,0.06263982102908278
AF7,0.2875816993464052,0.0,0.0032679738562091504,0.0,0.30718954248366015,0.39215686274509803,0.00980392156862745,0.0
POz,0.20093457943925233,0.0,0.03271028037383177,0.0,0.0,0.009345794392523364,0.7570093457943925,0.0
CPz,0.0,0.03,0.0,0.23,0.14,0.0,0.0,0.6
