,Fp1,TP10,F8,AF7,PO3,POz,FT8,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.32710280373831774,0.0,0.3364485981308411,0.3364485981308411,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.3125,0.0,0.3392857142857143,0.3482142857142857,0.0
FT8,0.0,0.0,0.0,0.1977401129943503,0.0,0.21468926553672316,0.5875706214689266,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
