,FT9,TP9,P7,O1,TP10,AF7,POz,CPz
FT9,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.5596330275229358,0.0,0.0,0.0,0.44036697247706424
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.0
CPz,0.0,0.0,0.0,0.48936170212765956,0.0,0.0,0.0,0.5106382978723404
