,TP9,CP5,O1,Oz,FT10,C5,POz,CPz
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.8620689655172413,0.0,0.0,0.0,0.0,0.13793103448275862,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.4444444444444444,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
