,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,precentral-rh,superiorfrontal-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.3065326633165829,0.1306532663316583,0.0,0.1306532663316583,0.20100502512562815,0.0,0.09547738693467336,0.135678391959799
caudalmiddlefrontal-rh,0.2014388489208633,0.19424460431654678,0.0,0.19424460431654678,0.16546762589928057,0.0,0.14388489208633093,0.10071942446043165
inferiorparietal-rh,0.0,0.0,0.47368421052631576,0.0,0.0,0.5263157894736842,0.0,0.0
postcentral-rh,0.2014388489208633,0.19424460431654678,0.0,0.19424460431654678,0.16546762589928057,0.0,0.14388489208633093,0.10071942446043165
precentral-rh,0.19230769230769232,0.11057692307692307,0.0,0.11057692307692307,0.3125,0.0,0.18269230769230768,0.09134615384615384
superiorfrontal-rh,0.0,0.0,0.4444444444444444,0.0,0.0,0.5555555555555556,0.0,0.0
superiortemporal-rh,0.11764705882352941,0.11229946524064172,0.0,0.11229946524064172,0.22459893048128343,0.0,0.31016042780748665,0.12299465240641712
supramarginal-lh,0.18666666666666668,0.09333333333333334,0.0,0.09333333333333334,0.13333333333333333,0.0,0.14666666666666667,0.3466666666666667
