,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorparietal-lh,temporalpole-rh
frontalpole-lh,0.43478260869565216,0.008695652173913044,0.0,0.06956521739130435,0.10434782608695652,0.16521739130434782,0.0782608695652174,0.1391304347826087
frontalpole-rh,0.06578947368421052,0.39473684210526316,0.0,0.0,0.3157894736842105,0.07894736842105263,0.14473684210526316,0.0
lateraloccipital-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.07407407407407407,0.037037037037037035,0.0,0.5185185185185185,0.05555555555555555,0.1111111111111111,0.0,0.2037037037037037
rostralanteriorcingulate-lh,0.11,0.29,0.0,0.0,0.43,0.05,0.12,0.0
rostralanteriorcingulate-rh,0.1782178217821782,0.019801980198019802,0.0,0.09900990099009901,0.009900990099009901,0.33663366336633666,0.10891089108910891,0.24752475247524752
superiorparietal-lh,0.11650485436893204,0.06796116504854369,0.0,0.019417475728155338,0.06796116504854369,0.14563106796116504,0.4854368932038835,0.0970873786407767
temporalpole-rh,0.14285714285714285,0.0,0.0,0.17857142857142858,0.0,0.2261904761904762,0.047619047619047616,0.40476190476190477
