,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,temporalpole-rh
frontalpole-lh,0.17105263157894737,0.17763157894736842,0.09868421052631579,0.14473684210526316,0.13815789473684212,0.05921052631578947,0.17763157894736842,0.03289473684210526
frontalpole-rh,0.15492957746478872,0.16901408450704225,0.11971830985915492,0.13380281690140844,0.1619718309859155,0.07746478873239436,0.16901408450704225,0.014084507042253521
lateralorbitofrontal-rh,0.10891089108910891,0.12871287128712872,0.19801980198019803,0.0891089108910891,0.1782178217821782,0.1782178217821782,0.1188118811881188,0.0
medialorbitofrontal-lh,0.17164179104477612,0.15671641791044777,0.09701492537313433,0.16417910447761194,0.13432835820895522,0.05223880597014925,0.1791044776119403,0.04477611940298507
medialorbitofrontal-rh,0.11627906976744186,0.13178294573643412,0.17054263565891473,0.10852713178294573,0.20155038759689922,0.12403100775193798,0.14728682170542637,0.0
parsorbitalis-rh,0.07142857142857142,0.1,0.2,0.04285714285714286,0.17142857142857143,0.3,0.08571428571428572,0.02857142857142857
rostralanteriorcingulate-lh,0.15436241610738255,0.16778523489932887,0.10738255033557047,0.1342281879194631,0.16778523489932887,0.06711409395973154,0.18120805369127516,0.020134228187919462
temporalpole-rh,0.16666666666666666,0.1111111111111111,0.0,0.18518518518518517,0.018518518518518517,0.0,0.12962962962962962,0.3888888888888889
