,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
parsopercularis-lh,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.16666666666666666,0.6875,0.0,0.14583333333333334,0.0,0.0,0.0,0.0
postcentral-lh,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.04950495049504951,0.0,0.7227722772277227,0.0,0.0,0.22772277227722773,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.4819277108433735,0.0,0.5180722891566265,0.0,0.0,0.0
superiorparietal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
superiorparietal-rh,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.5333333333333333,0.0
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
