,parsopercularis-lh,parstriangularis-rh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parsopercularis-lh,0.1450381679389313,0.10687022900763359,0.11450381679389313,0.10687022900763359,0.11450381679389313,0.15267175572519084,0.15267175572519084,0.10687022900763359
parstriangularis-rh,0.09202453987730061,0.2822085889570552,0.07975460122699386,0.08588957055214724,0.09202453987730061,0.09202453987730061,0.09202453987730061,0.18404907975460122
superiorfrontal-lh,0.11965811965811966,0.11965811965811966,0.1282051282051282,0.11965811965811966,0.11965811965811966,0.1282051282051282,0.1452991452991453,0.11965811965811966
superiorparietal-lh,0.13043478260869565,0.12173913043478261,0.11304347826086956,0.12173913043478261,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.12173913043478261
superiorparietal-rh,0.13559322033898305,0.11864406779661017,0.11016949152542373,0.11864406779661017,0.1271186440677966,0.13559322033898305,0.13559322033898305,0.11864406779661017
superiortemporal-lh,0.13636363636363635,0.10606060606060606,0.12121212121212122,0.10606060606060606,0.11363636363636363,0.15151515151515152,0.1590909090909091,0.10606060606060606
superiortemporal-rh,0.13333333333333333,0.1037037037037037,0.11851851851851852,0.1037037037037037,0.1111111111111111,0.14814814814814814,0.17777777777777778,0.1037037037037037
supramarginal-lh,0.1,0.21333333333333335,0.08666666666666667,0.09333333333333334,0.1,0.1,0.1,0.20666666666666667
