,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parsopercularis-lh,0.16990291262135923,0.08737864077669903,0.11165048543689321,0.1553398058252427,0.1796116504854369,0.16019417475728157,0.09223300970873786,0.043689320388349516
parstriangularis-rh,0.10204081632653061,0.24489795918367346,0.07482993197278912,0.06802721088435375,0.10884353741496598,0.1360544217687075,0.17687074829931973,0.08843537414965986
rostralmiddlefrontal-lh,0.12222222222222222,0.06666666666666667,0.28888888888888886,0.1388888888888889,0.12777777777777777,0.1388888888888889,0.06666666666666667,0.05
superiorfrontal-lh,0.15311004784688995,0.06220095693779904,0.12440191387559808,0.19138755980861244,0.17703349282296652,0.16267942583732056,0.0861244019138756,0.0430622009569378
superiorparietal-lh,0.15350877192982457,0.08333333333333333,0.10526315789473684,0.16228070175438597,0.17982456140350878,0.17105263157894737,0.10526315789473684,0.039473684210526314
superiortemporal-lh,0.13452914798206278,0.09865470852017937,0.11659192825112108,0.14349775784753363,0.15695067264573992,0.18385650224215247,0.12556053811659193,0.04035874439461883
superiortemporal-rh,0.11180124223602485,0.16770186335403728,0.06832298136645963,0.09937888198757763,0.13664596273291926,0.16149068322981366,0.19875776397515527,0.055900621118012424
supramarginal-lh,0.09615384615384616,0.1346153846153846,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.28846153846153844
