,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.12598425196850394,0.13385826771653545,0.09448818897637795,0.13385826771653545,0.13385826771653545,0.13385826771653545,0.13385826771653545,0.11023622047244094
inferiorparietal-rh,0.125,0.1328125,0.09375,0.140625,0.1328125,0.1328125,0.1328125,0.109375
parsopercularis-lh,0.12871287128712872,0.12871287128712872,0.1188118811881188,0.12871287128712872,0.12871287128712872,0.12871287128712872,0.12871287128712872,0.10891089108910891
parstriangularis-rh,0.12403100775193798,0.13178294573643412,0.09302325581395349,0.14728682170542637,0.13178294573643412,0.13178294573643412,0.13178294573643412,0.10852713178294573
superiorfrontal-rh,0.125,0.1328125,0.09375,0.140625,0.1328125,0.1328125,0.1328125,0.109375
superiortemporal-lh,0.125,0.1328125,0.09375,0.140625,0.1328125,0.1328125,0.1328125,0.109375
superiortemporal-rh,0.125,0.1328125,0.09375,0.140625,0.1328125,0.1328125,0.1328125,0.109375
supramarginal-lh,0.12380952380952381,0.13333333333333333,0.08571428571428572,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.12380952380952381
