,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-lh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.29411764705882354,0.21323529411764705,0.0,0.19117647058823528,0.014705882352941176,0.14705882352941177,0.058823529411764705,0.08088235294117647
inferiorparietal-rh,0.24060150375939848,0.24060150375939848,0.0,0.20300751879699247,0.015037593984962405,0.16541353383458646,0.05263157894736842,0.08270676691729323
parsopercularis-lh,0.0,0.0,0.36607142857142855,0.0,0.20089285714285715,0.15625,0.0,0.2767857142857143
postcentral-lh,0.208,0.216,0.0,0.368,0.0,0.144,0.0,0.064
rostralmiddlefrontal-lh,0.022556390977443608,0.022556390977443608,0.3383458646616541,0.0,0.37593984962406013,0.022556390977443608,0.022556390977443608,0.19548872180451127
superiorparietal-rh,0.10176991150442478,0.10176991150442478,0.1592920353982301,0.07964601769911504,0.008849557522123894,0.3185840707964602,0.022123893805309734,0.2079646017699115
superiortemporal-lh,0.28125,0.1875,0.0,0.0,0.0625,0.125,0.25,0.09375
superiortemporal-rh,0.04878048780487805,0.04878048780487805,0.25203252032520324,0.032520325203252036,0.1016260162601626,0.1951219512195122,0.016260162601626018,0.3048780487804878
