,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.1592920353982301,0.168141592920354,0.0,0.168141592920354,0.0,0.168141592920354,0.168141592920354,0.168141592920354
caudalmiddlefrontal-rh,0.125,0.18421052631578946,0.0,0.18421052631578946,0.0,0.16447368421052633,0.17763157894736842,0.16447368421052633
parsopercularis-lh,0.0,0.0,0.6428571428571429,0.0,0.35714285714285715,0.0,0.0,0.0
precentral-rh,0.125,0.18421052631578946,0.0,0.18421052631578946,0.0,0.16447368421052633,0.17763157894736842,0.16447368421052633
rostralmiddlefrontal-lh,0.0,0.0,0.46875,0.0,0.46875,0.03125,0.03125,0.0
rostralmiddlefrontal-rh,0.1310344827586207,0.1724137931034483,0.0,0.1724137931034483,0.006896551724137931,0.1724137931034483,0.1793103448275862,0.16551724137931034
superiortemporal-lh,0.0945273631840796,0.13432835820895522,0.0,0.13432835820895522,0.004975124378109453,0.12935323383084577,0.2537313432835821,0.24875621890547264
superiortemporal-rh,0.09405940594059406,0.12376237623762376,0.0,0.12376237623762376,0.0,0.1188118811881188,0.2376237623762376,0.30198019801980197
