,Fp1,TP9,P7,F8,Fp2,AF7,P5,PO7
Fp1,0.4682860998650472,0.0,0.0,0.0,0.4041835357624831,0.12753036437246965,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fp2,0.266934046345811,0.0,0.0,0.0,0.5280748663101604,0.20499108734402852,0.0,0.0
AF7,0.15928449744463374,0.0,0.0,0.0,0.38841567291311757,0.45229982964224874,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
