,Fp1,TP9,P7,F8,Fp2,AF7,P5,PO7
Fp1,0.5941481831052383,0.015416076765770018,0.0,0.0,0.31681610822715117,0.042787478370300454,0.015416076765770018,0.015416076765770018
TP9,0.04186245194361384,0.3203759077317386,0.0,0.0,0.0,0.0,0.31781290046988464,0.3199487398547629
P7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fp2,0.34299762631400477,0.0,0.0,0.0,0.5186503899626992,0.13835198372329605,0.0,0.0
AF7,0.061155152887882216,0.0,0.0,0.0,0.1841449603624009,0.7546998867497169,0.0,0.0
P5,0.04149026248941575,0.3162574089754445,0.0,0.0,0.0,0.0,0.32176121930567314,0.32049110922946655
PO7,0.04150783566285472,0.3180855569673867,0.0,0.0,0.0,0.0,0.3189326556543837,0.32147395171537485
