,entorhinal-lh,frontalpole-lh,medialorbitofrontal-lh,parsopercularis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.5436507936507936,0.023809523809523808,0.1626984126984127,0.01984126984126984,0.023809523809523808,0.027777777777777776,0.1388888888888889,0.05952380952380952
frontalpole-lh,0.02287581699346405,0.7483660130718954,0.12418300653594772,0.006535947712418301,0.032679738562091505,0.02287581699346405,0.0196078431372549,0.02287581699346405
medialorbitofrontal-lh,0.06878306878306878,0.07231040564373897,0.5379188712522046,0.010582010582010581,0.08818342151675485,0.10052910052910052,0.12169312169312169,0.0
parsopercularis-lh,0.017543859649122806,0.006578947368421052,0.006578947368421052,0.6842105263157895,0.07675438596491228,0.03728070175438596,0.05043859649122807,0.1206140350877193
rostralanteriorcingulate-lh,0.008264462809917356,0.014462809917355372,0.09090909090909091,0.07644628099173553,0.5433884297520661,0.22727272727272727,0.02066115702479339,0.01859504132231405
rostralanteriorcingulate-rh,0.008213552361396304,0.006160164271047228,0.09240246406570841,0.06570841889117043,0.23203285420944558,0.5790554414784395,0.004106776180698152,0.012320328542094456
temporalpole-lh,0.10579345088161209,0.0025188916876574307,0.20906801007556675,0.042821158690176324,0.017632241813602016,0.015113350125944584,0.6020151133501259,0.005037783375314861
temporalpole-rh,0.0481651376146789,0.016055045871559634,0.0,0.11238532110091744,0.013761467889908258,0.0045871559633027525,0.013761467889908258,0.7912844036697247
