,caudalmiddlefrontal-rh,postcentral-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.15151515151515152,0.12626262626262627,0.1414141414141414,0.11616161616161616,0.13636363636363635,0.13636363636363635,0.06565656565656566,0.12626262626262627
postcentral-lh,0.11904761904761904,0.14285714285714285,0.12857142857142856,0.14285714285714285,0.12380952380952381,0.13333333333333333,0.0761904761904762,0.13333333333333333
superiorfrontal-rh,0.13526570048309178,0.13043478260869565,0.14009661835748793,0.12077294685990338,0.13043478260869565,0.14009661835748793,0.07246376811594203,0.13043478260869565
superiorparietal-lh,0.11442786069651742,0.14427860696517414,0.12437810945273632,0.14925373134328357,0.11940298507462686,0.12935323383084577,0.0845771144278607,0.13432835820895522
superiorparietal-rh,0.13366336633663367,0.12871287128712872,0.14356435643564355,0.1188118811881188,0.13861386138613863,0.13861386138613863,0.06930693069306931,0.12871287128712872
superiortemporal-lh,0.1291866028708134,0.1291866028708134,0.13875598086124402,0.12440191387559808,0.1291866028708134,0.13875598086124402,0.07655502392344497,0.1339712918660287
superiortemporal-rh,0.1016949152542373,0.1271186440677966,0.11864406779661017,0.13559322033898305,0.11016949152542373,0.1271186440677966,0.1440677966101695,0.13559322033898305
supramarginal-lh,0.12254901960784313,0.1323529411764706,0.1323529411764706,0.12745098039215685,0.12745098039215685,0.13725490196078433,0.08333333333333333,0.13725490196078433
