,inferiorparietal-rh,postcentral-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.125,0.13815789473684212,0.125,0.125,0.1118421052631579,0.125,0.125,0.125
postcentral-lh,0.12418300653594772,0.1437908496732026,0.12418300653594772,0.12418300653594772,0.1111111111111111,0.12418300653594772,0.12418300653594772,0.12418300653594772
superiorfrontal-rh,0.10559006211180125,0.11801242236024845,0.14285714285714285,0.12422360248447205,0.11801242236024845,0.13043478260869565,0.13043478260869565,0.13043478260869565
superiorparietal-lh,0.10759493670886076,0.12025316455696203,0.12658227848101267,0.12658227848101267,0.12025316455696203,0.13291139240506328,0.13291139240506328,0.13291139240506328
superiorparietal-rh,0.1111111111111111,0.1111111111111111,0.12418300653594772,0.12418300653594772,0.13071895424836602,0.13071895424836602,0.13071895424836602,0.13725490196078433
superiortemporal-rh,0.10625,0.11875,0.125,0.125,0.125,0.13125,0.13125,0.1375
supramarginal-lh,0.10625,0.11875,0.125,0.125,0.125,0.13125,0.13125,0.1375
supramarginal-rh,0.10625,0.11875,0.125,0.125,0.125,0.13125,0.13125,0.1375
