,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.29464285714285715,0.125,0.15178571428571427,0.15178571428571427,0.0,0.25,0.026785714285714284,0.0
caudalmiddlefrontal-rh,0.11363636363636363,0.29545454545454547,0.11363636363636363,0.18181818181818182,0.06060606060606061,0.10606060606060606,0.09090909090909091,0.03787878787878788
parsopercularis-lh,0.1951219512195122,0.17073170731707318,0.21951219512195122,0.2073170731707317,0.0,0.17073170731707318,0.036585365853658534,0.0
rostralmiddlefrontal-lh,0.12598425196850394,0.18110236220472442,0.14173228346456693,0.2283464566929134,0.06299212598425197,0.11023622047244094,0.10236220472440945,0.047244094488188976
rostralmiddlefrontal-rh,0.0,0.21052631578947367,0.0,0.21052631578947367,0.23684210526315788,0.0,0.21052631578947367,0.13157894736842105
superiorparietal-rh,0.2857142857142857,0.13333333333333333,0.14285714285714285,0.14285714285714285,0.0,0.26666666666666666,0.02857142857142857,0.0
superiortemporal-lh,0.04411764705882353,0.17647058823529413,0.04411764705882353,0.22058823529411764,0.11764705882352941,0.04411764705882353,0.22058823529411764,0.1323529411764706
superiortemporal-rh,0.0,0.08974358974358974,0.0,0.10256410256410256,0.08974358974358974,0.0,0.14102564102564102,0.5769230769230769
