,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-lh,postcentral-rh,precentral-rh,superiorparietal-lh,superiorparietal-rh
caudalmiddlefrontal-lh,0.12340425531914893,0.11914893617021277,0.12340425531914893,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.12340425531914893,0.1276595744680851
caudalmiddlefrontal-rh,0.12554112554112554,0.12121212121212122,0.12554112554112554,0.12554112554112554,0.12554112554112554,0.12554112554112554,0.12554112554112554,0.12554112554112554
inferiorparietal-rh,0.12048192771084337,0.11646586345381527,0.12449799196787148,0.1285140562248996,0.1285140562248996,0.1285140562248996,0.12449799196787148,0.1285140562248996
postcentral-lh,0.11904761904761904,0.11507936507936507,0.12301587301587301,0.13095238095238096,0.12698412698412698,0.12698412698412698,0.12301587301587301,0.1349206349206349
postcentral-rh,0.11952191235059761,0.11553784860557768,0.12350597609561753,0.13147410358565736,0.12749003984063745,0.12749003984063745,0.12350597609561753,0.13147410358565736
precentral-rh,0.12244897959183673,0.11836734693877551,0.12244897959183673,0.1306122448979592,0.12653061224489795,0.12653061224489795,0.12244897959183673,0.1306122448979592
superiorparietal-lh,0.12345679012345678,0.11934156378600823,0.12345679012345678,0.12757201646090535,0.12757201646090535,0.12757201646090535,0.12345679012345678,0.12757201646090535
superiorparietal-rh,0.1171875,0.11328125,0.125,0.1328125,0.12890625,0.125,0.12109375,0.13671875
