,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh
caudalmiddlefrontal-lh,0.13793103448275862,0.10919540229885058,0.14942528735632185,0.14942528735632185,0.005747126436781609,0.14942528735632185,0.14942528735632185,0.14942528735632185
caudalmiddlefrontal-rh,0.10270270270270271,0.20540540540540542,0.10270270270270271,0.10270270270270271,0.11351351351351352,0.13513513513513514,0.13513513513513514,0.10270270270270271
postcentral-lh,0.09923664122137404,0.07251908396946564,0.19083969465648856,0.16793893129770993,0.030534351145038167,0.13740458015267176,0.16030534351145037,0.14122137404580154
postcentral-rh,0.09665427509293681,0.07063197026022305,0.16356877323420074,0.17843866171003717,0.02973977695167286,0.1412639405204461,0.17100371747211895,0.14869888475836432
rostralmiddlefrontal-lh,0.008849557522123894,0.18584070796460178,0.07079646017699115,0.07079646017699115,0.3805309734513274,0.10619469026548672,0.12389380530973451,0.05309734513274336
superiorfrontal-rh,0.09811320754716982,0.09433962264150944,0.14339622641509434,0.1471698113207547,0.052830188679245285,0.15849056603773584,0.16226415094339622,0.14339622641509434
superiorparietal-lh,0.09219858156028368,0.08865248226950355,0.15602836879432624,0.1595744680851064,0.04964539007092199,0.14893617021276595,0.17375886524822695,0.13120567375886524
superiorparietal-rh,0.10655737704918032,0.0778688524590164,0.15163934426229508,0.16393442622950818,0.03278688524590164,0.15163934426229508,0.15163934426229508,0.16393442622950818
